Vehicle Type,Make,Model,Year,Price,Milleage,District,published date
Three Wheel,Bajaj,RE 4 Stroke,2016.0,"Rs. 1,475,000",,Colombo,2025-12-14
Car,Nissan,FB15,2005.0,Negotiable,190000.0,Mirigama,2025-12-14
Lorry,Tata,Dimo Batta,2014.0,Negotiable,1.0,Trincomalee,2025-12-14
Car,Nissan,FB14,2006.0,"Rs. 3,590,000",234000.0,Colombo,2025-12-14
Car,Toyota,Premio G Superior,2016.0,"Rs. 13,950,000",125000.0,Colombo,2025-12-14
Lorry,Mahindra,Maxximo,2012.0,"Rs. 1,195,000",128744.0,Kalutara,2025-12-14
Car,Toyota,Aqua,2014.0,"Rs. 7,450,000",62000.0,Dehiwala-Mount-Lavinia,2025-12-14
Three Wheel,Bajaj,2 Stroke,2003.0,"Rs. 780,000",,Divulapitiya,2025-12-14
Car,Nissan,Roox Pro Pilot,2024.0,Negotiable,11900.0,Nittambuwa,2025-12-14
Lorry,Isuzu,NPR57L,1986.0,"Rs. 2,550,000",1111111.0,Kandy,2025-12-14
SUV,Honda,Vezel,2025.0,"Rs. 20,200,000",100.0,Colombo,2025-12-08
Car,Suzuki,Spacia Flair Wagon Custom Style XT,2024.0,"Rs. 9,000,000",8716.0,Colombo,2025-12-14
Car,Suzuki,Wagon R,2023.0,Negotiable,20000.0,Colombo,2025-12-06
Motorbike,Bajaj,Discover 150,2012.0,Negotiable,50000.0,Beruwala,2025-12-14
,Yanmar,B 27,2020.0,Negotiable,2000.0,Ambalangoda,2025-12-14
Lorry,Ashok-Leyland,Tipper,2011.0,"Rs. 5,000,000",1.0,Matara,2025-12-14
Car,Peugeot,406,2002.0,"Rs. 2,875,000",205000.0,Homagama,2025-12-14
Car,Daihatsu,Mira ES,2024.0,"Rs. 6,650,000",11500.0,Kurunegala,2025-12-14
Car,Suzuki,Alto,2018.0,Negotiable,69000.0,Kurunegala,2025-12-14
Van,Nissan,Vanette,2002.0,"Rs. 4,500,000",,Kurunegala,2025-12-14
Motorbike,Singer,Safari 48cc,2015.0,"Rs. 165,000",1234.0,Negombo,2025-12-14
Car,Toyota,Allion 260,2008.0,"Rs. 8,185,000",172000.0,Maharagama,2025-12-14
Car,Toyota,Vitz KSP90,2007.0,"Rs. 5,490,000",190000.0,Colombo,2025-12-14
SUV,Mitsubishi,Outlander PHEV,2014.0,"Rs. 12,000,000",123000.0,Puttalam,2025-12-14
Car,Toyota,AE100 SPRINTER,1991.0,"Rs. 2,900,000",84862.0,Kurunegala,2025-12-14
Three Wheel,Bajaj,RE 4 Stroke,2015.0,"Rs. 1,465,000",,Anuradapura,2025-12-14
Motorbike,Honda,Super Cub,2005.0,"Rs. 85,000",124577.0,Divulapitiya,2025-12-14
Car,Toyota,Belta,2008.0,Negotiable,157425.0,Colombo,2025-12-14
Lorry,Mitsubishi,Canter,1980.0,"Rs. 2,200,000",,Negombo,2025-12-14
Car,Toyota,Corolla 141,2008.0,"Rs. 6,850,000",165000.0,Homagama,2025-12-14
Motorbike,Bajaj,Pulsar 150,2014.0,"Rs. 438,000",45000.0,Beruwala,2025-12-14
Car,Nissan,AD Wagon,2001.0,"Rs. 3,375,000",191000.0,Avissawella,2025-12-14
Lorry,FAW,Tipper,1989.0,"Rs. 2,550,000",111111.0,Kandy,2025-12-14
Car,Nissan,Leaf X Grade,2014.0,"Rs. 5,950,000",140000.0,Colombo,2025-12-14
Car,Toyota,Starlet Ep91,1999.0,"Rs. 3,950,000",180000.0,Dehiwala-Mount-Lavinia,2025-12-14
Motorbike,Piaggio,Liberty,2002.0,Rs. 80,1234.0,Negombo,2025-12-14
Car,Daihatsu,TAFT,2024.0,"Rs. 8,450,000",4000.0,Kaduwela,2025-12-14
Bus,Tata,1512 Turbo,2010.0,"Rs. 7,300,000",,Kegalle,2025-12-14
Van,Toyota,Shell,1983.0,Negotiable,2222.0,Kegalle,2025-12-14
Van,Toyota,HIACE LH61,1989.0,"Rs. 4,100,000",11111.0,Kandy,2025-12-14
Motorbike,Bajaj,Discover,2010.0,"Rs. 230,000",8.0,Anuradapura,2025-12-14
Car,Nissan,Sunny FB14 Super Saloon,1996.0,Negotiable,184000.0,Kurunegala,2025-12-14
Motorbike,Yamaha,ZR,2017.0,"Rs. 460,000",30800.0,Kandy,2025-12-14
Van,Toyota,LH20,1978.0,"Rs. 595,000",1234.0,Kegalle,2025-12-14
Motorbike,Demak,Explorer,2018.0,"Rs. 285,000",13120.0,Gampaha,2025-12-14
Motorbike,TVS,Scooty Pep Plus 100,2015.0,"Rs. 260,000",42000.0,Pannipitiya,2025-12-14
Motorbike,Yamaha,TW,2010.0,"Rs. 785,000",23555.0,Gampaha,2025-12-14
,Isuzu,Nkr 4H1,2000.0,Rs. 63,523000.0,Negombo,2025-12-14
Car,Honda,Fit GP4 RS,2013.0,"Rs. 7,150,000",175000.0,Dehiwala-Mount-Lavinia,2025-12-14
Motorbike,TVS,Apache,2014.0,"Rs. 380,000",38721.0,Ratnapura,2025-12-14
Motorbike,Yamaha,Ray Zr,2025.0,"Rs. 689,900",,Anuradapura,2025-12-14
SUV,Toyota,Raize Z,2025.0,"Rs. 14,000,000",,Colombo,2025-12-14
Pickup,Toyota,Hilux Revo,2016.0,"Rs. 18,900,000",68000.0,Kandy,2025-12-14
Motorbike,TVS,Scooty Pep Plus 100,2017.0,"Rs. 295,000",38000.0,Pannipitiya,2025-12-14
Car,Daihatsu,Mira E.S L SA 3,2025.0,"Rs. 7,150,000",3000.0,Nugegoda,2025-12-13
Car,Suzuki,Wagon R FX S Hybrid,2024.0,"Rs. 8,150,000",3000.0,Colombo,2025-12-10
Van,Suzuki,Every,2025.0,"Rs. 8,650,000",,Avissawella,2025-12-13
Car,Toyota,Allion 260 G Grade,2008.0,"Rs. 8,350,000",201500.0,Kurunegala,2025-12-05
SUV,Land-Rover,DISCOVERY,2020.0,"Rs. 4,000,000",60000.0,Ragama,2025-12-14
Car,Suzuki,Wagon R FX Safety,2018.0,"Rs. 5,950,000",92450.0,Kadawatha,2025-12-14
Motorbike,Honda,Hornet,2016.0,"Rs. 1,825,000",23225.0,Gampaha,2025-12-14
Car,Peugeot,307,2002.0,"Rs. 2,975,000",13000.0,Gampaha,2025-12-14
Motorbike,Honda,Dio,2016.0,Negotiable,38740.0,Panadura,2025-12-14
Car,Toyota,KE72 DX Wagon,1986.0,"Rs. 1,435,000",286000.0,Kandy,2025-12-14
Van,Suzuki,Every Semi Join,2014.0,Negotiable,97000.0,Mawanella,2025-12-14
Motorbike,Bajaj,Discover 100,2010.0,"Rs. 210,000",50000.0,Pannipitiya,2025-12-14
Car,Toyota,Belta,2007.0,"Rs. 6,450,000",211000.0,Colombo,2025-12-14
Car,Suzuki,Spacia Turbo,2016.0,"Rs. 6,250,000",96000.0,Piliyandala,2025-12-14
Car,Suzuki,Maruti,2011.0,"Rs. 2,400,000",,Mirigama,2025-12-14
Three Wheel,Bajaj,2 Stroke,2006.0,"Rs. 810,000",54360.0,Kadugannawa,2025-12-14
Car,Nissan,Super Saloon FB14,1999.0,"Rs. 3,475,000",230000.0,Anuradapura,2025-12-14
SUV,Zotye,Nomad Extreme,2014.0,"Rs. 3,575,000",122000.0,Divulapitiya,2025-12-14
Car,Nissan,March AK12,2003.0,"Rs. 3,890,000",,Piliyandala,2025-12-14
Motorbike,Bajaj,Pulsar 150,2012.0,"Rs. 385,000",50000.0,Pannipitiya,2025-12-14
Car,Suzuki,Wagon R Custom ZT,2024.0,Negotiable,2100.0,Nittambuwa,2025-12-14
Van,Nissan,Vanette,1986.0,"Rs. 2,375,000",123456.0,Padukka,2025-12-14
Motorbike,TVS,Scooty Streak,2011.0,"Rs. 165,000",53100.0,Gampaha,2025-12-14
SUV,Toyota,PRADO,2016.0,"Rs. 40,500,000",60000.0,Ragama,2025-12-14
Car,Toyota,Vitz,2007.0,"Rs. 5,495,000",,Bandaragama,2025-12-14
SUV,Honda,Vezel Z Orange,2014.0,"Rs. 9,150,000",128450.0,Gampaha,2025-12-14
Car,Toyota,Premio G Superior,2017.0,"Rs. 17,000,000",46500.0,Matara,2025-12-14
Van,Mazda,Brawny SUPER LONG,2007.0,"Rs. 7,175,000",149000.0,Negombo,2025-12-14
Lorry,Tata,Dimo Batta,2010.0,Negotiable,135000.0,Kurunegala,2025-12-14
Car,Nissan,Dayz Hiway Star,2024.0,Negotiable,1800.0,Nittambuwa,2025-12-14
Motorbike,Bajaj,CT-100,2009.0,"Rs. 238,000",50000.0,Pannipitiya,2025-12-14
Three Wheel,Bajaj,4 Stroke,2015.0,"Rs. 1,475,000",10000.0,Tangalle,2025-12-14
Motorbike,TVS,Star Sport,2007.0,"Rs. 170,000",35000.0,Kurunegala,2025-12-14
Motorbike,Ranomoto,Pattaya,2017.0,"Rs. 195,000",1234.0,Kegalle,2025-12-14
Car,Suzuki,Wagon R Custom ZX,2025.0,Negotiable,10.0,Nittambuwa,2025-12-14
Car,Suzuki,SPACIA Custom GS,2024.0,"Rs. 9,150,000",3500.0,Kurunegala,2025-12-14
Motorbike,Yamaha,Ray Zr Street Rally,2020.0,"Rs. 500,000",38000.0,Gampaha,2025-12-14
Car,Toyota,Axio,2007.0,"Rs. 6,850,000",145000.0,Galle,2025-12-14
Car,Kia,Sephia GTX Model,1997.0,"Rs. 780,000",,Horana,2025-12-14
Car,Suzuki,Wagon R FX,2024.0,Negotiable,6700.0,Nittambuwa,2025-12-14
Car,Suzuki,Spacia,2016.0,"Rs. 5,985,000",,Bandaragama,2025-12-14
Car,Nissan,Caravan E25,2006.0,"Rs. 8,800,000",163000.0,Negombo,2025-12-14
SUV,Toyota,RAIZE G Grade Hybrid,2022.0,"Rs. 12,650,000",13500.0,Kurunegala,2025-12-14
Car,Nissan,March K11,2000.0,"Rs. 3,250,000",135000.0,Marawila,2025-12-14
Car,Nissan,Cefiro A33,2000.0,"Rs. 3,385,000",178000.0,Kandy,2025-12-13
SUV,Mitsubishi,Outlander,2015.0,"Rs. 15,530,000",85300.0,Colombo,2025-12-11
SUV,Toyota,Raize Hybrid,2025.0,Negotiable,,Dehiwala-Mount-Lavinia,2025-12-11
Car,Suzuki,HUSTLER J STYLE,2024.0,"Rs. 4,500,000",9800.0,Battaramulla,2025-12-10
Motorbike,Bajaj,Pulsar 135,2015.0,"Rs. 280,000",50000.0,Pannipitiya,2025-12-14
Car,Toyota,Premio G Superior,2020.0,Negotiable,69745.0,Kurunegala,2025-12-14
Car,Nissan,FB14,1998.0,"Rs. 3,290,000",260000.0,Kandy,2025-12-14
Three Wheel,Bajaj,2 Stroke,2004.0,"Rs. 775,000",42000.0,Kandy,2025-12-14
Car,Suzuki,Alto,2015.0,"Rs. 3,775,000",92000.0,Kiribathgoda,2025-12-14
Car,Micro,Panda,2017.0,"Rs. 3,995,000",21000.0,Panadura,2025-12-14
Van,Nissan,Vanette DX,1993.0,"Rs. 2,800,000",1458866.0,Matara,2025-12-14
SUV,Toyota,CHR NGX10 2WD,2018.0,Negotiable,100000.0,Colombo,2025-12-14
Three Wheel,Bajaj,RE,2012.0,"Rs. 1,250,000",36985.0,Kurunegala,2025-12-14
Lorry,Foton,ForLand,2007.0,"Rs. 1,350,000",963258.0,Matale,2025-12-14
Van,Suzuki,EveryPC,2024.0,Negotiable,5790.0,Colombo,2025-12-14
Lorry,DFSK,Unimo Lokka,2014.0,"Rs. 1,450,000",123.0,Piliyandala,2025-12-14
Motorbike,TVS,Champ,2012.0,Negotiable,15000.0,Homagama,2025-12-14
Car,Nissan,Wingroad WFY11,2001.0,"Rs. 3,475,000",169000.0,Divulapitiya,2025-12-14
Car,Suzuki,Wagon R Stingray,2018.0,"Rs. 7,100,000",72000.0,Gampaha,2025-12-14
Three Wheel,Bajaj,2 Stroke,2005.0,"Rs. 850,000",43000.0,Kandy,2025-12-14
Car,Micro,MX7,2013.0,"Rs. 3,095,000",,Panadura,2025-12-14
Van,Nissan,Vanette,1996.0,"Rs. 3,230,000",300000.0,Kelaniya,2025-12-14
Car,Toyota,Belta,2007.0,Negotiable,,Gampaha,2025-12-14
Van,Mitsubishi,P015,2011.0,"Rs. 7,500,000",240000.0,Eheliyagoda,2025-12-14
Three Wheel,Bajaj,RE,2019.0,"Rs. 1,675,000",32300.0,Kalutara,2025-12-14
Car,Suzuki,Spacia,2018.0,"Rs. 5,995,000",1.0,Bandaragama,2025-12-14
Car,Peugeot,404 Classic,1978.0,Negotiable,19297.0,Mirigama,2025-12-14
Lorry,Ashok-Leyland,Leyland Tusker 2516,2005.0,"Rs. 8,200,000",170000.0,Kalutara,2025-12-14
Car,Zotye,Z100,2017.0,"Rs. 3,295,000",,Bandaragama,2025-12-14
Three Wheel,Bajaj,2 Stroke,2003.0,"Rs. 730,000",50000.0,Galle,2025-12-14
Car,Micro,Mx7,2013.0,"Rs. 3,095,000",1.0,Bandaragama,2025-12-14
Car,Toyota,Axio G,2016.0,Negotiable,114.0,Galle,2025-12-14
Van,Toyota,Dolphin 113,1997.0,Negotiable,,Dompe,2025-12-14
Three Wheel,Bajaj,RE 4 Stroke,2010.0,"Rs. 1,125,000",43000.0,Kandy,2025-12-14
Van,Suzuki,Every Semi Join,2014.0,"Rs. 5,475,000",122000.0,Kurunegala,2025-12-14
Van,Suzuki,Every,2015.0,"Rs. 6,100,000",128000.0,Kurunegala,2025-12-14
Lorry,Mahindra,Maxximo,2012.0,"Rs. 1,435,000",69000.0,Kadawatha,2025-12-14
Car,Toyota,Vitz KSP90,2011.0,"Rs. 6,250,000",41900.0,Matara,2025-12-14
Car,Honda,CITY,2007.0,"Rs. 5,325,000",162000.0,Matara,2025-12-14
Van,Suzuki,Every Join,2018.0,Negotiable,90300.0,Moratuwa,2025-12-14
Car,Zotye,Z100,2019.0,"Rs. 3,395,000",,Panadura,2025-12-14
Car,Zotye,Z100,2017.0,"Rs. 3,295,000",1.0,Bandaragama,2025-12-14
Car,Toyota,Prius,2009.0,"Rs. 8,995,000",,Panadura,2025-12-14
Car,Toyota,Prius,2014.0,Negotiable,1510000.0,Kandana,2025-12-14
Car,Daihatsu,MIRA,2024.0,"Rs. 6,550,000",9.0,Kandy,2025-12-06
Car,Nissan,Caravan NV350 Japan,2016.0,"Rs. 18,850,000",41500.0,Panadura,2025-12-06
Car,Toyota,YARIS X GRADE,2024.0,"Rs. 9,625,000",3500.0,Kaduwela,2025-12-11
SUV,Toyota,RAIZE,2024.0,"Rs. 13,425,000",8700.0,Nittambuwa,2025-12-06
SUV,Honda,Vezel,2017.0,"Rs. 11,600,000",68000.0,Malabe,2025-12-14
Car,Nissan,AD Wagon,2003.0,"Rs. 3,395,000",1.0,Bandaragama,2025-12-14
Car,Chevrolet,Cruze GM,2004.0,"Rs. 4,200,000",140000.0,Nittambuwa,2025-12-14
Three Wheel,Bajaj,4 Stroke,2008.0,"Rs. 850,000",,Kadawatha,2025-12-14
Car,Micro,Panda,2015.0,"Rs. 3,195,000",1.0,Bandaragama,2025-12-14
Car,Suzuki,Alto Japan,2000.0,"Rs. 3,195,000",,Bandaragama,2025-12-14
Three Wheel,Bajaj,4 Stroke,2010.0,"Rs. 1,070,000",98000.0,Kegalle,2025-12-14
Car,Bajaj,Qute,2019.0,"Rs. 1,295,000",1.0,Bandaragama,2025-12-14
SUV,Toyota,RAV4 J,2000.0,"Rs. 6,980,000",250000.0,Malabe,2025-12-14
Car,Suzuki,Wagon R,2019.0,"Rs. 6,395,000",89800.0,Bandaragama,2025-12-14
Car,Suzuki,Wagon R Stingray,2018.0,"Rs. 7,400,000",710000.0,Kandana,2025-12-14
Motorbike,Bajaj,Platina 100,2008.0,"Rs. 228,000",45000.0,Matara,2025-12-14
Van,Toyota,TOWNACE Noah KR42 GL EFI 7K,2012.0,Negotiable,108950.0,Mirigama,2025-12-14
Car,Toyota,Vitz,2010.0,"Rs. 5,495,000",1.0,Bandaragama,2025-12-14
Car,Honda,Civic Ex8,2004.0,"Rs. 5,875,000",18000.0,Negombo,2025-12-14
Car,Perodua,Bezza,2025.0,"Rs. 8,295,000",5500.0,Panadura,2025-12-14
Car,Suzuki,Alto Japan,2018.0,"Rs. 5,290,000",76000.0,Nittambuwa,2025-12-14
Van,Toyota,Townace Lotto CR27,1993.0,Negotiable,,Kaduwela,2025-12-14
Motorbike,Hero,Power,2011.0,"Rs. 125,000",41112.0,Kalutara,2025-12-14
Motorbike,Bajaj,Discover 125,2018.0,Negotiable,51241.0,Piliyandala,2025-12-14
Car,Mazda,Demio,2003.0,"Rs. 2,985,000",200000.0,Kandy,2025-12-14
Car,Mitsubishi,Colt,1980.0,"Rs. 395,000",111.0,Colombo,2025-12-14
Motorbike,Suzuki,Burgman,2018.0,"Rs. 695,000",47000.0,Negombo,2025-12-14
Motorbike,Honda,Dio,2014.0,Negotiable,39563.0,Beruwala,2025-12-14
Motorbike,TVS,APACHE RTR 160,2019.0,Negotiable,15225.0,Badulla,2025-12-14
Motorbike,Singer,Safari 48cc,2017.0,"Rs. 169,000",27063.0,Divulapitiya,2025-12-14
SUV,Toyota,Raize G Grade Turbo Japan,2024.0,Negotiable,25164.0,Kandy,2025-12-14
Van,Toyota,TownAce Lotto CR27,1994.0,"Rs. 4,290,000",250000.0,Dompe,2025-12-14
Motorbike,Hero,Pleasure,2011.0,Negotiable,50000.0,Kegalle,2025-12-14
Motorbike,Hero,Pleasure,2014.0,Negotiable,12800.0,Badulla,2025-12-14
Van,Suzuki,Every,2006.0,"Rs. 4,675,000",200000.0,Kurunegala,2025-12-14
Bus,Mitsubishi,Fuso,2007.0,Rs. 160,,Kurunegala,2025-12-14
Car,Chevrolet,Cruze,2002.0,"Rs. 4,050,000",192500.0,Wennappuwa,2025-12-14
Lorry,Mitsubishi,Minicab,2016.0,"Rs. 3,675,000",90000.0,Kandy,2025-12-14
Car,Nissan,HB11,1983.0,"Rs. 750,000",,Kurunegala,2025-12-14
Motorbike,Honda,Press Cub,2007.0,"Rs. 127,000",36985.0,Kurunegala,2025-12-14
Motorbike,Honda,DIO,2018.0,Negotiable,50100.0,Badulla,2025-12-14
Motorbike,Bajaj,CT-100,2007.0,"Rs. 239,000",46500.0,Puttalam,2025-12-14
Motorbike,Honda,Dio,2015.0,Negotiable,,Hambantota,2025-12-14
Car,Suzuki,Swift,2007.0,Negotiable,,Dehiwala-Mount-Lavinia,2025-12-14
SUV,DFSK,Glory I-Auto,2021.0,"Rs. 12,500,000",40000.0,Colombo,2025-12-12
SUV,Toyota,RAIZE,2025.0,"Rs. 14,500,000",,Welisara,2025-12-08
SUV,Honda,Vezel Z Grade,2025.0,"Rs. 18,300,000",11.0,Gampaha,2025-12-14
Car,Toyota,Aqua,2013.0,"Rs. 7,600,000",104000.0,Colombo,2025-12-14
Car,Suzuki,Swift,2007.0,Negotiable,,Dehiwala-Mount-Lavinia,2025-12-14
Car,Nissan,Sunny B310 6 Mitre,1980.0,Negotiable,,Gampaha,2025-12-14
Car,Mitsubishi,Lancer Box A172A,1982.0,"Rs. 1,675,000",155009.0,Mawanella,2025-12-14
Van,Mitsubishi,L400,2002.0,"Rs. 5,250,000",95000.0,Moratuwa,2025-12-14
Car,Toyota,Corolla Sprinter XE Saloon,1999.0,"Rs. 4,000,000",232000.0,Pannipitiya,2025-12-14
Motorbike,Yamaha,Fz Version 2.0,2016.0,"Rs. 750,000",78000.0,Kurunegala,2025-12-14
Motorbike,Hero,Maestro Edge,2018.0,"Rs. 310,000",25000.0,Matale,2025-12-14
Car,Nissan,Roox Highway Star G Turbo,2024.0,Negotiable,5600.0,Colombo,2025-12-14
Motorbike,Bajaj,Platina 100,2007.0,"Rs. 179,000",58000.0,Wattala,2025-12-14
Three Wheel,Piaggio,Ape,2012.0,"Rs. 1,260,000",20121.0,Kaduwela,2025-12-14
Lorry,Daihatsu,Hijet S 200,1999.0,"Rs. 2,125,000",2010580.0,Kurunegala,2025-12-14
SUV,Toyota,Chr,2018.0,Negotiable,80000.0,Colombo,2025-12-14
Three Wheel,Bajaj,RE,1999.0,"Rs. 485,000",150.0,Kurunegala,2025-12-14
Motorbike,Bajaj,Platina,2008.0,Negotiable,,Kurunegala,2025-12-14
Van,Toyota,Noah,2007.0,"Rs. 9,850,000",120000.0,Bandaragama,2025-12-14
Motorbike,Bajaj,CT-100,2022.0,Negotiable,40000.0,Divulapitiya,2025-12-14
SUV,DFSK,Glory 580,2021.0,"Rs. 795,000",21000.0,Matara,2025-12-14
Car,Daihatsu,Mira TR XX,1988.0,Negotiable,85000.0,Colombo,2025-12-14
Motorbike,Bajaj,CT-100,2006.0,Negotiable,78563.0,Kurunegala,2025-12-14
Motorbike,TVS,Zest,2015.0,"Rs. 295,000",68563.0,Kurunegala,2025-12-14
Motorbike,Honda,Dio,2017.0,"Rs. 540,000",75000.0,Ampara,2025-12-14
Car,Toyota,CT 170,1991.0,Negotiable,265000.0,Kurunegala,2025-12-14
Three Wheel,Bajaj,RE,2006.0,"Rs. 300,000",30.0,Matale,2025-12-14
Three Wheel,Bajaj,RE,2011.0,"Rs. 1,080,000",,Matale,2025-12-14
Motorbike,Bajaj,Platina,2015.0,"Rs. 348,000",31000.0,Ratnapura,2025-12-14
Pickup,Mahindra,Bolero,2016.0,Negotiable,95000.0,Puttalam,2025-12-14
Car,Honda,Civic ES8,2005.0,"Rs. 5,250,000",175000.0,Galle,2025-12-14
Car,Toyota,Prius S Touring,2013.0,Negotiable,161500.0,Gampaha,2025-12-14
Motorbike,Suzuki,Gn125h,2017.0,"Rs. 680,000",67000.0,Kandy,2025-12-14
Car,Suzuki,Spacia Flair Wagon Custom Style XT,2024.0,"Rs. 9,000,000",8716.0,Colombo,2025-12-14
Three Wheel,Bajaj,4 Stroke,2008.0,"Rs. 935,000",123456.0,Kegalle,2025-12-14
Three Wheel,Bajaj,2 Stroke,2004.0,"Rs. 790,000",150.0,Kegalle,2025-12-14
Motorbike,Bajaj,CT-100,2011.0,"Rs. 255,000",85000.0,Kalutara,2025-12-14
Car,Suzuki,Wagon R Stingray,2018.0,"Rs. 6,980,000",92100.0,Panadura,2025-12-14
Van,Daihatsu,Hijet,2003.0,"Rs. 490,000",98632.0,Kandy,2025-12-14
Car,Nissan,Roox HIGHWAY STAR X,2024.0,"Rs. 8,250,000",2800.0,Colombo,2025-12-14
Car,Daihatsu,MIRA ES SAFETY,2025.0,"Rs. 6,450,000",12.0,Colombo,2025-12-14
SUV,Hyundai,Santa Fe,2008.0,"Rs. 6,925,000",200.0,Kotte,2025-12-14
Van,Toyota,Dolphin,1992.0,"Rs. 5,750,000",,Kurunegala,2025-12-14
Car,Toyota,Prius,2014.0,"Rs. 10,750,000",206000.0,Kurunegala,2025-12-14
Car,Nissan,Dayz Highway Star X Hybrid,2024.0,"Rs. 8,350,000",4000.0,Colombo,2025-12-14
SUV,Kia,Sorento,2012.0,"Rs. 10,200,000",83500.0,Kandy,2025-12-08
Car,Toyota,Allion 240,2003.0,"Rs. 6,850,000",250000.0,Kandy,2025-12-12
Car,Suzuki,Wagon R Stingray,2015.0,"Rs. 5,750,000",194000.0,Bentota,2025-12-10
Motorbike,Bajaj,PULSAR 150,2015.0,"Rs. 465,000",45000.0,Anuradapura,2025-12-14
Van,Mazda,Brawny,1997.0,"Rs. 4,850,000",325000.0,Galle,2025-12-14
Car,Toyota,Camry,1950.0,Negotiable,,Polonnaruwa,2025-12-14
Motorbike,Other,Royal Enfield Classic 350,2017.0,"Rs. 2,200,000",17000.0,Mawanella,2025-12-14
SUV,Toyota,CHR,2018.0,"Rs. 13,700,000",93000.0,Colombo,2025-12-14
Car,Ashok-Leyland,Cargo Tipper 3cube 1616il,2017.0,Negotiable,178.0,Polonnaruwa,2025-12-14
Motorbike,Bajaj,PULSAR 150,2018.0,"Rs. 630,000",43000.0,Anuradapura,2025-12-14
SUV,Toyota,BJ45,1983.0,"Rs. 7,000,000",,Moratuwa,2025-12-14
Car,Toyota,PRIUS G SPORT,2012.0,Negotiable,200000.0,Polonnaruwa,2025-12-14
SUV,Range-Rover,Evoque,2013.0,"Rs. 18,850,000",44000.0,Moratuwa,2025-12-14
Car,Nissan,Almera,2025.0,"Rs. 16,700,000",1000.0,Ragama,2025-12-14
Car,Toyota,Roomy Custom GT,2025.0,Negotiable,,Colombo,2025-12-14
Motorbike,Honda,Atv,2019.0,Negotiable,476.0,Polgahawela,2025-12-14
Car,Toyota,Corolla AE110,1999.0,"Rs. 4,890,000",120000.0,Kurunegala,2025-12-14
Motorbike,Honda,Cg125 Japan,1975.0,"Rs. 148,000",,Negombo,2025-12-14
Car,Suzuki,Spacia XS Turbo,2024.0,"Rs. 10,300,000",900.0,Mawanella,2025-12-14
Motorbike,Yamaha,FZ Version 2.0,2016.0,"Rs. 710,000",56000.0,Kuliyapitiya,2025-12-14
Car,Nissan,Sylphy,2012.0,"Rs. 8,475,000",122000.0,Colombo,2025-12-14
SUV,Toyota,Raize Z Grade,2023.0,"Rs. 11,550,000",7000.0,Colombo,2025-12-14
Car,Suzuki,Wagon R Stingray,2014.0,"Rs. 5,790,000",110000.0,Panadura,2025-12-14
Car,Nissan,Roox Highway Star G Turbo,2023.0,"Rs. 8,275,000",2500.0,Colombo,2025-12-14
Car,Toyota,Corolla 141,2008.0,"Rs. 5,900,000",155000.0,Bentota,2025-12-14
Car,Toyota,Corolla KE50,1976.0,"Rs. 890,000",147000.0,Matara,2025-12-14
Motorbike,Bajaj,Discover,2008.0,"Rs. 350,000",12453.0,Horana,2025-12-14
Car,Toyota,Aqua,2013.0,"Rs. 6,800,000",133500.0,Maharagama,2025-12-14
Car,Suzuki,Wagon R,2015.0,"Rs. 5,300,000",200000.0,Kalutara,2025-12-14
Car,Daihatsu,CHARADE G30,1983.0,"Rs. 975,000",147000.0,Matara,2025-12-14
Car,Toyota,Carina AT150,1988.0,"Rs. 550,000",250000.0,Kuliyapitiya,2025-12-14
SUV,Honda,Vezel Orange Pack,2014.0,"Rs. 9,000,000",125000.0,Colombo,2025-12-14
Motorbike,Honda,Dio,2016.0,"Rs. 470,000",31000.0,Eheliyagoda,2025-12-14
Car,Suzuki,Spacia Custom,2024.0,"Rs. 8,700,000",254.0,Kegalle,2025-12-14
Car,Perodua,VIVA Elite,2011.0,"Rs. 4,750,000",129000.0,Kandy,2025-12-14
Car,Nissan,Trad Sunny HB12,1989.0,"Rs. 1,550,000",,Gampaha,2025-12-13
Car,Perodua,Viva Elite,2010.0,Negotiable,113041.0,Galle,2025-12-13
Motorbike,TVS,Apache,2010.0,"Rs. 210,000",,Kelaniya,2025-12-13
Motorbike,Honda,Dio,2018.0,"Rs. 548,000",83000.0,Mawanella,2025-12-13
Car,Toyota,Roomy Custom GT Turbo,2025.0,"Rs. 11,500,000",,Dehiwala-Mount-Lavinia,2025-12-13
Car,Suzuki,Celerio X,2018.0,"Rs. 5,675,000",97800.0,Kadawatha,2025-12-13
Motorbike,TVS,Wego,2016.0,"Rs. 410,000",48925.0,Kiribathgoda,2025-12-13
Car,Suzuki,A-Star,2011.0,"Rs. 4,050,000",136000.0,Homagama,2025-12-13
Van,Suzuki,Every JOIN TURBO,2024.0,"Rs. 7,700,000",3373.0,Gampaha,2025-12-13
Car,Micro,Panda Cross,2017.0,"Rs. 4,475,000",60100.0,Moratuwa,2025-12-06
Car,Suzuki,Wagon R Custom ZT 4-Way,2024.0,"Rs. 9,250,000",3400.0,Nittambuwa,2025-12-14
Car,Honda,FIT GP5,2014.0,"Rs. 7,700,000",192292.0,Chilaw,2025-12-13
Bus,Isuzu,Journey,1982.0,"Rs. 1,600,000",100000.0,Gampaha,2025-12-13
Lorry,Isuzu,350 Tipper,1987.0,"Rs. 3,050,000",,Maharagama,2025-12-13
Car,Toyota,Passo XL,2023.0,"Rs. 8,650,000",23000.0,Gampaha,2025-12-13
