Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,YOM,No of vehicle,Model_Code,Clean_Name
CAR,NISSAN,5BD-DR17V,JAPAN,PETROL,658.0,MATARA,RECONDITIONED,2023.0,1,5BD-DR17V,NV 100
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,HAMBANTOTA,RECONDITIONED,2022.0,2,5BA-KSP210,YARIS
CAR,LAND ROVER,RANGE ROVER P460E,UNITED KINGDOM,PETROL/ELE,2996.0,GAMPAHA,RECONDITIONED,2025.0,1,,RANGE ROVER P460E
CAR,LAND ROVER,3CA-LE72WAB DEFENDER,UNITED KINGDOM,DIESEL,2997.0,COLOMBO,RECONDITIONED,2022.0,1,3CA-LE72WAB,DEFENDER
CAR,TOYOTA,3BA-VJA300W  ZX,JAPAN,PETROL,3444.0,KURUNEGALA,RECONDITIONED,2025.0,1,3BA-VJA300W,ZX
CAR,HONDA,5BA-RZ3 ZR-V,JAPAN,PETROL,1496.0,KEGALLE,RECONDITIONED,2023.0,1,5BA-RZ3,ZR-V
CAR,AUDI,3AA-GYDLA,GERMANY,PETROL,996.0,COLOMBO,RECONDITIONED,2023.0,1,3AA-GYDLA,A3
CAR,SUZUKI,5AA-MX91S WAGON R,JAPAN,PETROL,658.0,ANURADHAPURA,RECONDITIONED,2024.0,1,5AA-MX91S,WAGON R
CAR,TOYOTA,5AA-A202A  RAIZE,JAPAN,PETROL/ELE,78.0,GAMPAHA,RECONDITIONED,2025.0,2,5AA-A202A,RAIZE
CAR,SUZUKI,4AA-MN71S  XBEE,JAPAN,PETROL,1000.0,PUTTALAM,RECONDITIONED,2023.0,1,4AA-MN71S,XBEE
CAR,MERCEDES BENZ,5AA-206041C C180,GERMANY,PETROL,1496.0,COLOMBO,RECONDITIONED,2022.0,2,5AA-206041C,C180
SPECIAL PURPOSE VEHICLE,TOYOTA,7FD35,JAPAN,DIESEL,2770.0,RATNAPURA,RECONDITIONED,2016.0,1,,7FD35
CAR,TOYOTA,4BA-M900A ROOMY,JAPAN,PETROL,990.0,ANURADHAPURA,RECONDITIONED,2022.0,1,4BA-M900A,ROOMY
DUAL PURPOSE (COMMERCIAL),FORD,RANGER RAPTOR,THAILAND,DIESEL,1966.0,GAMPAHA,RECONDITIONED,2025.0,1,,RANGER RAPTOR
CAR,TOYOTA,URBAN CRUISER TAISOR,INDIA,PETROL,998.0,BATTICALOA,RECONDITIONED,2024.0,1,,URBAN CRUISER TAISOR
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2023.0,4,5AA-MH95S,WAGON R
CAR,SUZUKI,5BD-DA17V  EVERY,JAPAN,PETROL,658.0,MATARA,RECONDITIONED,2023.0,1,5BD-DA17V,EVERY
CAR,DAIHATSU,5BA-LA350S  MIRA,JAPAN,PETROL,656.0,COLOMBO,RECONDITIONED,2023.0,1,5BA-LA350S,MIRA
CAR,TOYOTA,3BA-TRJ150W,JAPAN,PETROL,2693.0,MATARA,RECONDITIONED,2023.0,1,3BA-TRJ150W,PRADO
CAR,DAIHATSU,5BA LA350S MIRA ES,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,1,,5BA LA350S MIRA ES
CAR,HONDA,6AA-RV5,JAPAN,PETROL/ELE,1496.0,GALLE,RECONDITIONED,2023.0,1,6AA-RV5,VEEZL
CAR,MERCEDES BENZ,5AA-118384M CLA 180,GERMANY,PETROL,1332.0,COLOMBO,RECONDITIONED,2024.0,1,5AA-118384M,CLA 180
DUAL PURPOSE (COMMERCIAL),FORD,RANGER RAPTOR,THAILAND,PETROL,2956.0,PUTTALAM,RECONDITIONED,2025.0,1,,RANGER RAPTOR
MOTOR LORRY (COMMERCIAL),TOYOTA,3DG-XZU414 DYNA,JAPAN,DIESEL,4000.0,GAMPAHA,RECONDITIONED,2008.0,1,3DG-XZU414,DYNA
CAR,MITSUBISHI,4AA-B35W EK  Z,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2023.0,1,4AA-B35W,EK  Z
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,78.0,AMPARA,RECONDITIONED,2025.0,3,5AA-A202A,RAIZE
CAR,SUZUKI,3BA-DA17V EVERY,JAPAN,PETROL,658.0,MATARA,RECONDITIONED,2024.0,1,3BA-DA17V,EVERY
CAR,SUZUKI,4AA-MN71S X BEE,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2023.0,1,4AA-MN71S,X BEE
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,78.0,POLONNARUWA,RECONDITIONED,2023.0,1,5AA-A202A,RAIZE
CAR,SUZUKI,4AA-MH55S WAGON R,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2024.0,2,4AA-MH55S,WAGON R
CAR,NISSAN,ALMERA 1.0 TURBO EL,THAILAND,PETROL,999.0,COLOMBO,RECONDITIONED,2025.0,1,,ALMERA 1.0 TURBO EL
AMBULANCE,MERCEDES BENZ,115 CDI,SPAIN,DIESEL,2148.0,COLOMBO,RECONDITIONED,2008.0,1,,115 CDI
CAR,SUZUKI,5AA-MH95S,JAPAN,PETROL,658.0,JAFFNA,RECONDITIONED,2025.0,2,5AA-MH95S,WGON R
CAR,DAIHATSU,5BA-LA360S MIRA,JAPAN,PETROL,658.0,BATTICALOA,RECONDITIONED,2023.0,1,5BA-LA360S,MIRA
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2024.0,3,5BD-DA17V,EVERY
CAR,NISSAN,4AA-B45A ROOX,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,1,4AA-B45A,ROOX
DUAL PURPOSE (COMMERCIAL),MITSUBISHI,TRINTON ATHLETE,THAILAND,DIESEL,2442.0,COLOMBO,RECONDITIONED,2025.0,1,,TRINTON ATHLETE
CAR,TOYOTA,3BA-VJA300W,JAPAN,PETROL,3445.0,COLOMBO,RECONDITIONED,2024.0,1,3BA-VJA300W,LC300
CAR,DAIHATSU,5BA-LA350S MIRA ES,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2023.0,2,5BA-LA350S,MIRA ES
CAR,SUZUKI,3BD-DA17V EVERY,JAPAN,PETROL,658.0,NUWARA-ELIYA,RECONDITIONED,2025.0,1,3BD-DA17V,EVERY
CAR,SUZUKI,4AA-MH55S WAGON R,JAPAN,PETROL,658.0,AMPARA,RECONDITIONED,2024.0,2,4AA-MH55S,WAGON R
CAR,MERCEDES BENZ,GLB-200 AMG LNE,GERMANY,PETROL,1332.0,GAMPAHA,RECONDITIONED,2025.0,1,GLB-200,AMG LNE
LAND VEHICLE (SMALL),KUBOTA,K600,JAPAN,DIESEL,422.0,ANURADHAPURA,RECONDITIONED,2004.0,1,,K600
LAND VEHICLE,KUBOTA,B1-15,JAPAN,DIESEL,780.0,TRINCOMALEE,RECONDITIONED,2014.0,1,B1-15,Unknown
CAR,LAND ROVER,RANGE ROVER AUTOBIO,UNITED KINGDOM,PETROL/ELE,2996.0,PUTTALAM,RECONDITIONED,2025.0,1,,RANGE ROVER AUTOBIO
CAR,SUZUKI,4AA-MH55S WAGON R,JAPAN,PETROL,658.0,MATALE,RECONDITIONED,2025.0,1,4AA-MH55S,WAGON R
COMMERCIAL,TOYOTA,3DF-GDH223B,JAPAN,DIESEL,2754.0,GALLE,RECONDITIONED,2024.0,1,3DF-GDH223B,HIACE
CAR,MERCEDES BENZ,CLA 250 AMG LINE,GERMANY,PETROL/ELE,1332.0,COLOMBO,RECONDITIONED,2024.0,1,,CLA 250 AMG LINE
COMMERCIAL,TOYOTA,3DF-GDH223B HIACE,JAPAN,DIESEL,2754.0,ANURADHAPURA,RECONDITIONED,2023.0,1,3DF-GDH223B,HIACE
CAR,TOYOTA,6AA -MXPJ10 YARIS,JAPAN,PETROL/ELE,1496.0,ANURADHAPURA,RECONDITIONED,2023.0,1,,6AA -MXPJ10 YARIS
CAR,SUZUKI,5AA--MX91S WAGON R,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,1,5AA--MX91S,WAGON R
CAR,AUDI,3AA-GYDLA,GERMANY,PETROL,996.0,KURUNEGALA,RECONDITIONED,2022.0,1,3AA-GYDLA,A3
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1490.0,HAMBANTOTA,RECONDITIONED,2024.0,1,6AA-MXPJ10,YARIS
CAR,TOYOTA,6BA-MXUA80 HARRIER,JAPAN,PETROL,1986.0,COLOMBO,RECONDITIONED,2024.0,1,6BA-MXUA80,HARRIER
MOTOR LORRY (COMMERCIAL),ISUZU,2PG-FRR90T2,JAPAN,DIESEL,5190.0,POLONNARUWA,RECONDITIONED,2018.0,1,2PG-FRR90T2,FORWARD
SINGLE CAB,NISSAN,3BD-DR16T,JAPAN,PETROL,650.0,GAMPAHA,RECONDITIONED,2023.0,1,3BD-DR16T,CLIPER
SINGLE CAB,SUZUKI,3BD-DA16T CARRY,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2025.0,1,3BD-DA16T,CARRY
CAR,TOYOTA,YARIS  ATIV HEV,THAILAND,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,2025.0,1,,YARIS  ATIV HEV
CAR,TOYOTA,5BA-MZEA17,JAPAN,PETROL,1496.0,KURUNEGALA,RECONDITIONED,2024.0,1,5BA-MZEA17,COROLLA
CAR,DAIHATSU,5BA-LA900S TAFT,JAPAN,PETROL,658.0,BATTICALOA,RECONDITIONED,2023.0,1,5BA-LA900S,TAFT
CAR,LAND ROVER,3BA-LE72XCA DEFENDER,JAPAN,PETROL,1997.0,COLOMBO,RECONDITIONED,2023.0,1,3BA-LE72XCA,DEFENDER
LAND VEHICLE (SMALL),KUBOTA,K7,JAPAN,DIESEL,401.0,GALLE,RECONDITIONED,2018.0,1,,K7
CAR,TOYOTA,5BA-KSP210  YARIS,JAPAN,PETROL,996.0,POLONNARUWA,RECONDITIONED,2022.0,1,5BA-KSP210,YARIS
CAR,NISSAN,5AA-B47A  ROOX,JAPAN,PETROL,658.0,ANURADHAPURA,RECONDITIONED,2023.0,1,5AA-B47A,ROOX
CAR,NISSAN,5BA-B43W DAYZ,JAPAN,PETROL,658.0,PUTTALAM,RECONDITIONED,2024.0,1,5BA-B43W,DAYZ
MOTOR CYCLE,HONDA,8BK-KF47,JAPAN,PETROL,157.0,TRINCOMALEE,RECONDITIONED,2025.0,1,8BK-KF47,Unknown
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,ELECTRIC,78.0,MONERAGALA,RECONDITIONED,2025.0,1,5AA-A202A,RAIZE
MOTOR CYCLE,HONDA,PCX125,VIETNAM,PETROL,124.0,COLOMBO,RECONDITIONED,2025.0,1,,PCX125
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,1196.0,MONERAGALA,RECONDITIONED,2023.0,1,5AA-A202A,RAIZE
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,656.0,ANURADHAPURA,RECONDITIONED,2023.0,1,5BA-MH85S,WAGON R
CAR,DAIHATSU,5BA-LA350S MIRA E. S,JAPAN,PETROL,656.0,MATARA,RECONDITIONED,2023.0,1,5BA-LA350S,MIRA E. S
CAR,KIA,SONET G1.0T,INDIA,PETROL,998.0,COLOMBO,RECONDITIONED,2025.0,1,,SONET G1.0T
CAR,DAIHATSU,5BA-LA350S MIRA ES,JAPAN,PETROL,656.0,MONERAGALA,RECONDITIONED,2023.0,1,5BA-LA350S,MIRA ES
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,AMPARA,RECONDITIONED,2023.0,1,5AA-MH95S,WAGON R
CAR,NISSAN,5BD-DR17V  CLIPPER,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2024.0,1,5BD-DR17V,CLIPPER
CAR,TOYOTA,3BA-A210A,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2022.0,1,3BA-A210A,Unknown
CAR,TOYOTA,5BA-KSP210,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2022.0,1,5BA-KSP210,YARIS X
CAR,MERCEDES BENZ,5LA-214054 E CLASS,GERMANY,PETROL/ELE,1997.0,COLOMBO,RECONDITIONED,2024.0,1,5LA-214054,E CLASS
CAR,LEXUS,3BA-VJA310W LX600,JAPAN,PETROL,3444.0,KURUNEGALA,RECONDITIONED,2024.0,1,3BA-VJA310W,LX600
CAR,NISSAN,5AA B44W DAYZ,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2024.0,1,,5AA B44W DAYZ
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,BATTICALOA,RECONDITIONED,2025.0,1,5BA-A201A,RAIZE
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,KURUNEGALA,RECONDITIONED,2025.0,1,5BA-A201A,RAIZE
CAR,HONDA,5BA-RV4 VEZEL,JAPAN,PETROL,1496.0,COLOMBO,RECONDITIONED,2025.0,1,5BA-RV4,VEZEL
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2023.0,1,5AA-MH95S,WAGON R
CAR,SUZUKI,5AA-ZCEDS SWIFT,JAPAN,PETROL,1196.0,GALLE,RECONDITIONED,2023.0,1,5AA-ZCEDS,SWIFT
CAR,VOLKSWAGEN,3BA-C1DKR T-CROSS,GERMANY,PETROL,996.0,GALLE,RECONDITIONED,2023.0,1,3BA-C1DKR,T-CROSS
SINGLE CAB,SUZUKI,3BD-DA16T CARRY,JAPAN,PETROL,658.0,MATARA,RECONDITIONED,2024.0,1,3BD-DA16T,CARRY
CAR,NISSAN,5AA-B44W DAYZ,JAPAN,PETROL,659.0,COLOMBO,RECONDITIONED,2023.0,1,5AA-B44W,DAYZ
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,656.0,GAMPAHA,RECONDITIONED,2025.0,1,5BA-MH85S,WAGON R
CAR,NISSAN,5BD-DR17V CLIPPER,JAPAN,PETROL,658.0,HAMBANTOTA,RECONDITIONED,2024.0,1,5BD-DR17V,CLIPPER
CAR,MITSUBISHI,5BA-B33W EK WAGON,JAPAN,PETROL,656.0,KALUTARA,RECONDITIONED,2023.0,1,5BA-B33W,EK WAGON
MOTOR LORRY (COMMERCIAL),ISUZU,2RG-NPR88AN ELF,JAPAN,DIESEL,2990.0,COLOMBO,RECONDITIONED,2020.0,1,2RG-NPR88AN,ELF
LAND VEHICLE (SMALL),KUBOTA,K550,JAPAN,DIESEL,375.0,RATNAPURA,RECONDITIONED,2017.0,2,,K550
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,HAMBANTOTA,RECONDITIONED,2025.0,1,5BA-KSP210,YARIS
CAR,NISSAN,6AA-FE13 NOTE AURA,JAPAN,PETROL/ELE,100.0,RATNAPURA,RECONDITIONED,2023.0,1,6AA-FE13,NOTE AURA
CAR,SUZUKI,3BA-HA37S ALTO,JAPAN,PETROL,657.0,RATNAPURA,RECONDITIONED,2024.0,1,3BA-HA37S,ALTO
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,MANNAR,RECONDITIONED,2024.0,1,,PCX 160
CAR,AUDI,3AA-F3DFY-Q3 S LINE,GERMANY,PETROL/ELE,1497.0,COLOMBO,RECONDITIONED,2023.0,1,3AA-F3DFY-Q3,S LINE
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,658.0,NUWARA-ELIYA,RECONDITIONED,2024.0,1,5BA-MH85S,WAGON R
CAR,TOYOTA,5BA-A201A  RAIZE,JAPAN,PETROL,1196.0,KURUNEGALA,RECONDITIONED,2023.0,1,5BA-A201A,RAIZE
CAR,HONDA,6BA-JF3N BOX,JAPAN,PETROL,660.0,COLOMBO,RECONDITIONED,2023.0,1,6BA-JF3N,BOX
CAR,TOYOTA,URBAN CRUISER TAISOR,INDIA,PETROL,998.0,PUTTALAM,RECONDITIONED,2024.0,1,,URBAN CRUISER TAISOR
CAR,TOYOTA,5BA-LA350A  PIXIS,JAPAN,PETROL,658.0,MATARA,RECONDITIONED,2023.0,1,5BA-LA350A,PIXIS
CAR,NISSAN,4AA-B45W DAYZ,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2023.0,1,4AA-B45W,DAYZ
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO ROCCO,THAILAND,DIESEL,2755.0,JAFFNA,RECONDITIONED,2025.0,1,,HILUX REVO ROCCO
CAR,TOYOTA,3BA-A210A  RAIZE,JAPAN,PETROL,996.0,KURUNEGALA,RECONDITIONED,2025.0,1,3BA-A210A,RAIZE
CAR,SUZUKI,3BA-DA17W EVERY,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,1,3BA-DA17W,EVERY
CAR,DAIHATSU,5BA-LA350S MIRA ES,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2025.0,1,5BA-LA350S,MIRA ES
CAR,NISSAN,4AA-B45A ROOX,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2025.0,1,4AA-B45A,ROOX
CAR,SUZUKI,5AA-MX91S WAGON R,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2024.0,1,5AA-MX91S,WAGON R
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,JAFFNA,RECONDITIONED,2024.0,1,3BA-TRJ250W,VX
CAR,SUZUKI,4AA-MK54S SPACIA,JAPAN,PETROL,658.0,MATALE,RECONDITIONED,2024.0,1,4AA-MK54S,SPACIA
CAR,MITSUBISHI,5AA-B34A DELICA MINI,JAPAN,PETROL,659.0,COLOMBO,RECONDITIONED,2023.0,1,5AA-B34A,DELICA MINI
MOTOR LORRY (COMMERCIAL),ISUZU,TPG-NMR85AN ELF,JAPAN,DIESEL,2990.0,COLOMBO,RECONDITIONED,2018.0,1,TPG-NMR85AN,ELF
CAR,SUZUKI,3BA-HA37S ALTO,JAPAN,PETROL,650.0,GAMPAHA,RECONDITIONED,2024.0,1,3BA-HA37S,ALTO
CAR,NISSAN,5AA-B44W DAYZ,JAPAN,PETROL,658.0,AMPARA,RECONDITIONED,2023.0,1,5AA-B44W,DAYZ
CAR,SUZUKI,5AA-MH95S  WAGON R,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2025.0,1,5AA-MH95S,WAGON R
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,AMPARA,RECONDITIONED,2024.0,1,3BA-A210A,RAIZE
CAR,DAIHATSU,5AA-A202S ROCKY,JAPAN,PETROL/ELE,1196.0,GAMPAHA,RECONDITIONED,2025.0,2,5AA-A202S,ROCKY
CAR,NISSAN,5BA-B43W DAYZ,JAPAN,PETROL,659.0,MATARA,RECONDITIONED,2024.0,1,5BA-B43W,DAYZ
CAR,NISSAN,4AA-B45A ROOX,JAPAN,PETROL,656.0,COLOMBO,RECONDITIONED,2023.0,1,4AA-B45A,ROOX
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,AMPARA,RECONDITIONED,2023.0,1,6AA-RV5,VEZEL
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL,658.0,PUTTALAM,RECONDITIONED,2023.0,1,5AA-MK94S,SPACIA
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,GALLE,RECONDITIONED,2022.0,1,6AA-RV5,VEZEL
CAR,VOLKSWAGEN,3BA-C1DKR T-CROSS,SPAIN,PETROL,999.0,BATTICALOA,RECONDITIONED,2024.0,1,3BA-C1DKR,T-CROSS
LAND VEHICLE,AVENGER,50HT,INDIA,DIESEL,3364.0,KURUNEGALA,RECONDITIONED,2025.0,1,,50HT
MOTOR CYCLE,HONDA,PCX160,JAPAN,PETROL,156.0,KEGALLE,RECONDITIONED,2025.0,1,,PCX160
CAR,HONDA,5BA-RZ3   ZR-V,JAPAN,PETROL,1496.0,COLOMBO,RECONDITIONED,2024.0,1,5BA-RZ3,ZR-V
CAR,NISSAN,5BD-DR17V CLIPPER,JAPAN,PETROL,658.0,AMPARA,RECONDITIONED,2023.0,1,5BD-DR17V,CLIPPER
CAR,HONDA,6AA RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,KURUNEGALA,RECONDITIONED,2025.0,1,,6AA RV5 VEZEL
SPECIAL PURPOSE VEHICLE,KOMATSU,W100 WHEEL LOADER,JAPAN,DIESEL,4900.0,BATTICALOA,RECONDITIONED,2012.0,1,,W100 WHEEL LOADER
CAR,LEXUS,6AA-MAYH10 LEXUS LBX,JAPAN,PETROL/ELE,1490.0,COLOMBO,RECONDITIONED,2025.0,1,6AA-MAYH10,LEXUS LBX
LAND VEHICLE (SMALL),KUBOTA,K550,JAPAN,DIESEL,375.0,GALLE,RECONDITIONED,2016.0,1,,K550
CAR,TOYOTA,5BA-KSP210  YARIS,JAPAN,PETROL,996.0,KURUNEGALA,RECONDITIONED,2024.0,1,5BA-KSP210,YARIS
CAR,SUZUKI,DBA-MH85S WAGON R,JAPAN,PETROL,658.0,BATTICALOA,RECONDITIONED,2024.0,1,DBA-MH85S,WAGON R
MOTOR CYCLE,HONDA,PCX 160  ABS,INDONESIA,PETROL,157.0,PUTTALAM,RECONDITIONED,2025.0,1,,PCX 160  ABS
MOTOR CYCLE,HONDA,ADV160,THAILAND,PETROL,157.0,RATNAPURA,RECONDITIONED,2025.0,1,,ADV160
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,PUTTALAM,RECONDITIONED,2024.0,1,5BA-KSP210,YARIS
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL,660.0,GAMPAHA,RECONDITIONED,2025.0,1,5AA-MK94S,SPACIA
CAR,NISSAN,5BD-DR17 CLIPPER,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2023.0,1,5BD-DR17,CLIPPER
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,1,5AA-MK94S,SPACIA
CAR,LEXUS,5AA-TALH17 RX500H,JAPAN,PETROL/ELE,2393.0,COLOMBO,RECONDITIONED,2024.0,1,5AA-TALH17,RX500H
CAR,TOYOTA,URBAN CRUISER HYRYDR,INDIA,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,2025.0,1,,URBAN CRUISER HYRYDR
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO,THAILAND,DIESEL,2755.0,PUTTALAM,RECONDITIONED,2025.0,1,,HILUX REVO
MOTOR CYCLE,RISE,LEADER R80 V2.0,SRI LANKA,ELECTRIC,1.5,GALLE,BRAND NEW-L/MANUFACT,2025.0,3,,LEADER R80 V2.0
MOTOR CYCLE,RISE,LEADER PLUS,SRI LANKA,ELECTRIC,2.0,JAFFNA,BRAND NEW-L/MANUFACT,2025.0,1,,LEADER PLUS
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR  TRAILER,SRI LANKA,NOT STATED,0.0,KILINOCHCHI,LOCALLY ASSEMBLED,2025.0,1,,TRACTOR  TRAILER
MOTOR CYCLE,RISE,LEADER R80 V2.0,SRI LANKA,ELECTRIC,1.5,KALUTARA,BRAND NEW-L/MANUFACT,2025.0,2,,LEADER R80 V2.0
MOTOR CYCLE,RISE,LEADER 125,SRI LANKA,PETROL,125.0,KURUNEGALA,BRAND NEW-L/MANUFACT,2025.0,9,,LEADER 125
MOTOR CYCLE,RISE,LEADER PLUS,SRI LANKA,ELECTRIC,2.0,ANURADHAPURA,BRAND NEW-L/MANUFACT,2025.0,1,,LEADER PLUS
MOTOR CYCLE,GALLANT,TM-70,SRI LANKA,PETROL,70.0,POLONNARUWA,BRAND NEW-L/MANUFACT,2025.0,1,TM-70,Unknown
MOTOR CYCLE,RISE,LEADER 125,SRI LANKA,PETROL,125.0,GAMPAHA,BRAND NEW-L/MANUFACT,2025.0,1,,LEADER 125
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR  TRAILER,SRI LANKA,NOT STATED,0.0,KILINOCHCHI,LOCALLY BUILT,2025.0,7,,TRACTOR  TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,TRINCOMALEE,LOCALLY BUILT,2025.0,3,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR  TRAILER,SRI LANKA,NOT STATED,0.0,PUTTALAM,LOCALLY BUILT,2025.0,2,,TRACTOR  TRAILER
LORRY TRAILER/BOWSER,TANTRI,TSK 40,SRI LANKA,NOT STATED,0.0,COLOMBO,LOCALLY BUILT,2025.0,1,,TSK 40
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR  TRAILER,SRI LANKA,NOT STATED,0.0,TRINCOMALEE,LOCALLY BUILT,2025.0,4,,TRACTOR  TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,MONERAGALA,LOCALLY BUILT,2025.0,3,,TRACTOR TRAILER
LORRY TRAILER/BOWSER,TANTRI,TSK-20,SRI LANKA,NOT STATED,0.0,COLOMBO,LOCALLY BUILT,2025.0,3,TSK-20,Unknown
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,COLOMBO,LOCALLY BUILT,2025.0,4,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR  TRAILER,SRI LANKA,NOT STATED,0.0,COLOMBO,LOCALLY BUILT,2025.0,1,,TRACTOR  TRAILER
LORRY TRAILER/BOWSER,DUTCH LANKA TRAILER,DLST 40/40T,SRI LANKA,NOT STATED,0.0,POLONNARUWA,LOCALLY BUILT,2025.0,1,,DLST 40/40T
LORRY TRAILER/BOWSER,DUTCH LANKA TRAILER,DLFT- 40/50T,SRI LANKA,NOT STATED,0.0,BATTICALOA,LOCALLY BUILT,2025.0,1,,DLFT- 40/50T
MOTOR CYCLE,SHANGLING,SR COOL,CHINA,ELECTRIC,1.0,TRINCOMALEE,BRAND NEW,2022.0,1,,SR COOL
MOTOR CYCLE,DYNO,DRV 125 EFI,CHINA,PETROL,125.0,COLOMBO,BRAND NEW,2025.0,3,,DRV 125 EFI
LAND VEHICLE,AVENGER,50HT,INDIA,DIESEL,3364.0,KURUNEGALA,BRAND NEW,2025.0,1,,50HT
COMMERCIAL,TOYOTA,KDH223R-LEMDYT HIACE,JAPAN,DIESEL,2982.0,COLOMBO,BRAND NEW,2025.0,23,,KDH223R-LEMDYT HIACE
MOTOR CYCLE,TVS,TVS NTORQ 125 CC,INDIA,PETROL,124.8,GALLE,BRAND NEW,2025.0,365,,TVS NTORQ 125 CC
MOTOR CYCLE,TVS,TVS NTORQ 125 CC,INDIA,PETROL,124.8,PUTTALAM,BRAND NEW,2025.0,283,,TVS NTORQ 125 CC
MOTOR CYCLE,TVS,TVS RAIDER 125,INDIA,PETROL,124.66,ANURADHAPURA,BRAND NEW,2025.0,88,,TVS RAIDER 125
MOTOR CYCLE,TVS,TVS NTORQ 125 CC,INDIA,PETROL,124.8,HAMBANTOTA,BRAND NEW,2025.0,138,,TVS NTORQ 125 CC
MOTOR CYCLE,TVS,IQUBE,INDIA,ELECTRIC,3.34,GAMPAHA,BRAND NEW,2025.0,35,,IQUBE
MOTOR CYCLE,TVS,IQUBE,INDIA,ELECTRIC,3.34,KURUNEGALA,BRAND NEW,2025.0,11,,IQUBE
