Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,No of vehicle,Unnamed: 9,Unnamed: 10,Model_Code,Clean_Name
CAR,AUDI,E TRON 50 QUATTRO,GERMANY,ELECTRIC,230.0,COLOMBO,BRAND NEW,1,,,,E TRON 50 QUATTRO
CAR,AUDI,E-TRON 50 QUATTRO,GERMANY,ELECTRIC,230.0,COLOMBO,BRAND NEW,1,,,,E-TRON 50 QUATTRO
CAR,AUDI,E-TRON 50 QUATTRO,BELGIUM,ELECTRIC,230.0,KEGALLE,BRAND NEW,1,,,,E-TRON 50 QUATTRO
CAR,AUDI,Q4 40 ETRON,GERMANY,ELECTRIC,150.0,COLOMBO,RECONDITIONED,1,,,,Q4 40 ETRON
CAR,B.M.W.,17 XDRIVE 60M,UNITED KINGDOM,ELECTRIC,400.0,PUTTALAM,NEW,1,,,,17 XDRIVE 60M
CAR,B.M.W.,I7 X DRIVE 60M SPORT,GERMANY,ELECTRIC,400.0,RATNAPURA,NEW,1,,,,I7 X DRIVE 60M SPORT
CAR,B.M.W.,I7 X DRIVE 60M SPORT,UNITED KINGDOM,ELECTRIC,400.0,GAMPAHA,RECONDITIONED,1,,,,I7 X DRIVE 60M SPORT
CAR,B.M.W.,X5 S WAGON,UNITED KINGDOM,DIESEL,2993.0,JAFFNA,RECONDITIONED,1,,,,X5 S WAGON
CAR,B.M.W.,ZAA-52EJ89,GERMANY,ELECTRIC,400.0,COLOMBO,NEW,1,,,ZAA-52EJ89,Unknown
CAR,BAIC,X55 II LUXURY,SRI LANKA,PETROL,1498.0,MATARA,BRAND NEW-L/ASSEMBLE,1,,,,X55 II LUXURY
CAR,BAIC,X55 II LUXURY,SRI LANKA,PETROL,1498.0,KURUNEGALA,BRAND NEW-L/ASSEMBLE,1,,,,X55 II LUXURY
CAR,BAIC,X55 II LUXURY,SRI LANKA,PETROL,1498.0,KALUTARA,BRAND NEW-L/ASSEMBLE,1,,,,X55 II LUXURY
CAR,BAIC,X55 II LUXURY,SRI LANKA,PETROL,1498.0,MONERAGALA,BRAND NEW-L/ASSEMBLE,1,,,,X55 II LUXURY
CAR,BAIC,X55 II LUXURY,SRI LANKA,PETROL,1498.0,HAMBANTOTA,BRAND NEW-L/ASSEMBLE,1,,,,X55 II LUXURY
CAR,BAIC,X55 II LUXURY,SRI LANKA,PETROL,1498.0,JAFFNA,BRAND NEW-L/ASSEMBLE,1,,,,X55 II LUXURY
CAR,BAIC,X55 II LUXURY,SRI LANKA,PETROL,1498.0,COLOMBO,BRAND NEW-L/MANUFACT,2,,,,X55 II LUXURY
CAR,BAIC,X55 II LUXURY,SRI LANKA,PETROL,1498.0,GAMPAHA,BRAND NEW-L/ASSEMBLE,2,,,,X55 II LUXURY
CAR,BAIC,X55 II LUXURY,SRI LANKA,PETROL,1498.0,KANDY,BRAND NEW-L/ASSEMBLE,2,,,,X55 II LUXURY
CAR,BAIC,X55 II LUXURY,SRI LANKA,PETROL,1498.0,COLOMBO,BRAND NEW-L/ASSEMBLE,30,,,,X55 II LUXURY
CAR,BAIC,X55II HONOR,SRI LANKA,PETROL,1498.0,KANDY,BRAND NEW-L/ASSEMBLE,1,,,,X55II HONOR
CAR,BAIC,X55II HONOR,SRI LANKA,PETROL,1498.0,MATARA,BRAND NEW-L/ASSEMBLE,2,,,,X55II HONOR
CAR,BAIC,X55II HONOR,SRI LANKA,PETROL,1498.0,COLOMBO,BRAND NEW,4,,,,X55II HONOR
CAR,BAIC,X55II HONOR,SRI LANKA,PETROL,1498.0,COLOMBO,BRAND NEW-L/ASSEMBLE,12,,,,X55II HONOR
CAR,BYD,ATTO3-ADVANCED,CHINA,ELECTRIC,100.0,COLOMBO,BRAND NEW,1,,,ATTO3-ADVANCED,Unknown
CAR,BYD,ATTO-3-SUPERIOR,CHINA,ELECTRIC,100.0,GAMPAHA,BRAND NEW,1,,,ATTO-3-SUPERIOR,Unknown
CAR,BYD,BYD SEAL,THAILAND,ELECTRIC,150.0,COLOMBO,RECONDITIONED,1,,,,BYD SEAL
CAR,BYD,BYD SEAL ELECTRIC,THAILAND,ELECTRIC,150.0,KALUTARA,RECONDITIONED,1,,,,BYD SEAL ELECTRIC
CAR,BYD,DOLPHIN-DYNAMIC 70,CHINA,ELECTRIC,70.0,COLOMBO,BRAND NEW,1,,,,DOLPHIN-DYNAMIC 70
CAR,BYD,DOLPHIN-DYNAMIC49,CHINA,ELECTRIC,49.0,KALUTARA,BRAND NEW,1,,,,DOLPHIN-DYNAMIC49
CAR,BYD,SEAL ELECTRIC,THAILAND,ELECTRIC,150.0,GAMPAHA,RECONDITIONED,1,,,,SEAL ELECTRIC
CAR,BYD,SEAL-COMFORT,CHINA,ELECTRIC,100.0,COLOMBO,BRAND NEW,1,,,SEAL-COMFORT,Unknown
CAR,BYD,SEALION 6 SUPERIOR,CHINA,PETROL/ELE,1498.0,COLOMBO,BRAND NEW,1,,,,SEALION 6 SUPERIOR
CAR,CHERY,TIGGO 4 PRO,SRI LANKA,PETROL,1498.0,GAMPAHA,BRAND NEW-L/ASSEMBLE,1,,,,TIGGO 4 PRO
CAR,DAIHATSU,5BA-LA350S MIRA,JAPAN,PETROL,650.0,GAMPAHA,RECONDITIONED,1,,,5BA-LA350S,MIRA
CAR,DAIHATSU,DBA-LA150S MOVE,JAPAN,PETROL,650.0,RATNAPURA,RECONDITIONED,1,,,DBA-LA150S,MOVE
CAR,DAIHATSU,DBA-LA300S MIRA,JAPAN,PETROL,650.0,AMPARA,RECONDITIONED,1,,,DBA-LA300S,MIRA
CAR,DAIHATSU,DBA-LA360S,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,1,,,DBA-LA360S,Unknown
CAR,DFSK,GLORY I AUTO,SRI LANKA,PETROL,1498.0,GAMPAHA,LOCALLY BUILT,1,,,,GLORY I AUTO
CAR,DFSK,GLORY I AUTO,SRI LANKA,PETROL,1498.0,COLOMBO,LOCALLY BUILT,1,,,,GLORY I AUTO
CAR,FORD,MUSTANG MACH,UNITED KINGDOM,ELECTRIC,198.0,GALLE,RECONDITIONED,1,,,,MUSTANG MACH
CAR,HONDA,6AA,JAPAN,PETROL/ELE,1496.0,KALUTARA,RECONDITIONED,1,,,,6AA
CAR,HONDA,6AA-RV5,JAPAN,PETROL/ELE,1496.0,KEGALLE,RECONDITIONED,1,,,6AA-RV5,VEZEL
CAR,HONDA,6AA-RV5,JAPAN,PETROL/ELE,1490.0,COLOMBO,RECONDITIONED,1,,,6AA-RV5,VEZEL
CAR,HONDA,6AA-RV5,JAPAN,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,1,,,6AA-RV5,VEZEL
CAR,HONDA,6AA-RV5 VESEL,JAPAN,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,1,,,6AA-RV5,VESEL
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,ANURADHAPURA,RECONDITIONED,1,,,6AA-RV5,VEZEL
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,PUTTALAM,RECONDITIONED,1,,,6AA-RV5,VEZEL
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,KANDY,RECONDITIONED,1,,,6AA-RV5,VEZEL
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,2,,,6AA-RV5,VEZEL
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,GAMPAHA,RECONDITIONED,3,,,6AA-RV5,VEZEL
CAR,HONDA,CITY,THAILAND,PETROL,988.0,KALUTARA,RECONDITIONED,1,,,,CITY
CAR,HONDA,CITY,THAILAND,PETROL,988.0,GAMPAHA,RECONDITIONED,1,,,,CITY
CAR,HONDA,DBA-JH1 N WGN,JAPAN,PETROL,650.0,KANDY,RECONDITIONED,1,,,DBA-JH1,N WGN
CAR,HONDA,VEZEL,JAPAN,PETROL/ELE,1490.0,BATTICALOA,RECONDITIONED,1,,,,VEZEL
CAR,HONDA,VEZEL 6AA-RV5,JAPAN,PETROL/ELE,1496.0,HAMBANTOTA,RECONDITIONED,1,,,,VEZEL 6AA-RV5
CAR,HYUNDAI,GRAND I10,SRI LANKA,PETROL,1197.0,KURUNEGALA,BRAND NEW-L/ASSEMBLE,1,,,,GRAND I10
CAR,HYUNDAI,GRAND I10,SRI LANKA,PETROL,1197.0,KANDY,BRAND NEW-L/ASSEMBLE,1,,,,GRAND I10
CAR,HYUNDAI,GRAND I10,SRI LANKA,PETROL,1197.0,COLOMBO,BRAND NEW-L/ASSEMBLE,4,,,,GRAND I10
CAR,KIA,SONET,INDIA,PETROL,998.0,MATARA,BRAND NEW,1,,,,SONET
CAR,KIA,SONET,INDIA,PETROL,998.0,KALUTARA,BRAND NEW,1,,,,SONET
CAR,KIA,SONET,INDIA,PETROL,998.0,BATTICALOA,BRAND NEW,1,,,,SONET
CAR,KIA,SONET,INDIA,PETROL,998.0,MATALE,BRAND NEW,1,,,,SONET
CAR,KIA,SONET,INDIA,PETROL,998.0,BADULLA,BRAND NEW,1,,,,SONET
CAR,KIA,SONET,INDIA,PETROL,998.0,KANDY,BRAND NEW,1,,,,SONET
CAR,KIA,SONET,INDIA,PETROL,998.0,AMPARA,BRAND NEW,1,,,,SONET
CAR,KIA,SONET,INDIA,PETROL,998.0,RATNAPURA,BRAND NEW,2,,,,SONET
CAR,KIA,SONET,INDIA,PETROL,998.0,GAMPAHA,BRAND NEW,2,,,,SONET
CAR,KIA,SONET,INDIA,PETROL,998.0,COLOMBO,BRAND NEW,7,,,,SONET
CAR,LAND ROVER,RANGE ROVER P460F SV,UNITED KINGDOM,PETROL/ELE,2996.0,COLOMBO,RECONDITIONED,1,,,,RANGE ROVER P460F SV
CAR,MAHINDRA,KUV100 NXT AMT,SRI LANKA,DIESEL,1198.0,HAMBANTOTA,BRAND NEW-L/ASSEMBLE,1,,,,KUV100 NXT AMT
CAR,MAHINDRA,KUV100 NXT AMT,SRI LANKA,DIESEL,1198.0,JAFFNA,BRAND NEW-L/ASSEMBLE,1,,,,KUV100 NXT AMT
CAR,MAHINDRA,KUV100 NXT AMT,SRI LANKA,DIESEL,1198.0,KANDY,BRAND NEW-L/ASSEMBLE,1,,,,KUV100 NXT AMT
CAR,MAHINDRA,KUV100 NXT AMT,SRI LANKA,DIESEL,1198.0,GAMPAHA,BRAND NEW-L/ASSEMBLE,3,,,,KUV100 NXT AMT
CAR,MAHINDRA,KUV100 NXT AMT,SRI LANKA,DIESEL,1198.0,KALUTARA,BRAND NEW-L/ASSEMBLE,3,,,,KUV100 NXT AMT
CAR,MAHINDRA,KUV100 NXT AMT,SRI LANKA,DIESEL,1198.0,COLOMBO,BRAND NEW-L/ASSEMBLE,3,,,,KUV100 NXT AMT
CAR,MARUTI SUZUKI, SWIFT ZXI,INDIA,PETROL,1197.0,COLOMBO,BRAND NEW,1,,,,SWIFT ZXI
CAR,MAZDA,CX-5,JAPAN,PETROL,2000.0,COLOMBO,BRAND NEW,1,,,CX-5,Unknown
CAR,MERCEDES BENZ,EQB 250 AMG LINE,GERMANY,ELECTRIC,140.0,GAMPAHA,RECONDITIONED,1,,,,EQB 250 AMG LINE
CAR,MERCEDES BENZ,EQB 250 PLUS,HUNGARY,ELECTRIC,140.0,COLOMBO,BRAND NEW,1,,,,EQB 250 PLUS
CAR,MERCEDES BENZ,EQB-250,GERMANY,ELECTRIC,140.0,GAMPAHA,RECONDITIONED,1,,,EQB-250,Unknown
CAR,MERCEDES BENZ,EQE 300,GERMANY,ELECTRIC,180.0,KANDY,RECONDITIONED,1,,,,EQE 300
CAR,MERCEDES BENZ,EQE 300 SUV,GERMANY,ELECTRIC,180.0,COLOMBO,RECONDITIONED,1,,,,EQE 300 SUV
CAR,MERCEDES BENZ,EQS 450,GERMANY,ELECTRIC,265.0,GAMPAHA,RECONDITIONED,1,,,,EQS 450
CAR,MERCEDES BENZ,EQV 300,SPAIN,ELECTRIC,150.0,BADULLA,BRAND NEW,3,,,,EQV 300
CAR,MG,MG4,THAILAND,ELECTRIC,125.0,GAMPAHA,RECONDITIONED,1,,,,MG4
CAR,MG,MG4 V ELECTRIC,THAILAND,ELECTRIC,125.0,MATARA,RECONDITIONED,1,,,,MG4 V ELECTRIC
CAR,NISSAN,DBA-B21A,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,1,,,DBA-B21A,Unknown
CAR,PERODUA,AXIA CG1GZ,MALAYSIA,PETROL,998.0,KANDY,BRAND NEW,1,,1.0,,AXIA CG1GZ
CAR,PERODUA,AXIA CG1GZ,MALAYSIA,PETROL,998.0,GAMPAHA,BRAND NEW,1,,1.0,,AXIA CG1GZ
CAR,PERODUA,AXIA CG1GZ,MALAYSIA,PETROL,998.0,COLOMBO,BRAND NEW,6,,6.0,,AXIA CG1GZ
CAR,PERODUA,AXIA-CG1SZ,MALAYSIA,PETROL,998.0,KALUTARA,BRAND NEW,1,,1.0,AXIA-CG1SZ,Unknown
CAR,PERODUA,AXIA-CG1SZ,MALAYSIA,PETROL,998.0,KANDY,BRAND NEW,1,,1.0,AXIA-CG1SZ,Unknown
CAR,PERODUA,AXIA-CG1SZ,MALAYSIA,PETROL,998.0,KEGALLE,BRAND NEW,1,,1.0,AXIA-CG1SZ,Unknown
CAR,PERODUA,AXIA-CG1SZ,MALAYSIA,PETROL,998.0,KURUNEGALA,BRAND NEW,1,,1.0,AXIA-CG1SZ,Unknown
CAR,PERODUA,AXIA-CG1SZ,MALAYSIA,PETROL,998.0,GAMPAHA,BRAND NEW,1,,1.0,AXIA-CG1SZ,Unknown
CAR,PERODUA,AXIA-CG1SZ,MALAYSIA,PETROL,998.0,COLOMBO,BRAND NEW,5,,5.0,AXIA-CG1SZ,Unknown
CAR,PERODUA,BEZZA,MALAYSIA,PETROL,998.0,POLONNARUWA,BRAND NEW,1,,1.0,,BEZZA
CAR,PERODUA,BEZZA,MALAYSIA,PETROL,988.0,AMPARA,BRAND NEW,1,,1.0,,BEZZA
CAR,PERODUA,BEZZA,MALAYSIA,PETROL,998.0,BADULLA,BRAND NEW,1,,1.0,,BEZZA
CAR,PERODUA,BEZZA,MALAYSIA,PETROL,998.0,KANDY,BRAND NEW,1,,1.0,,BEZZA
CAR,PERODUA,BEZZA,MALAYSIA,PETROL,998.0,AMPARA,BRAND NEW,1,,1.0,,BEZZA
CAR,PERODUA,BEZZA,MALAYSIA,PETROL,998.0,JAFFNA,BRAND NEW,1,,1.0,,BEZZA
CAR,PERODUA,BEZZA,MALAYSIA,PETROL,998.0,HAMBANTOTA,BRAND NEW,1,,1.0,,BEZZA
CAR,PERODUA,BEZZA,MALAYSIA,PETROL,998.0,MATARA,BRAND NEW,1,,1.0,,BEZZA
CAR,PERODUA,BEZZA,MALAYSIA,PETROL,998.0,MONERAGALA,BRAND NEW,1,,1.0,,BEZZA
CAR,PERODUA,BEZZA,MALAYSIA,PETROL,998.0,PUTTALAM,BRAND NEW,2,,2.0,,BEZZA
CAR,PERODUA,BEZZA,MALAYSIA,PETROL,998.0,GALLE,BRAND NEW,2,,2.0,,BEZZA
CAR,PERODUA,BEZZA,MALAYSIA,PETROL,998.0,KALUTARA,BRAND NEW,3,,3.0,,BEZZA
CAR,PERODUA,BEZZA,MALAYSIA,PETROL,998.0,KURUNEGALA,BRAND NEW,3,,3.0,,BEZZA
CAR,PERODUA,BEZZA,MALAYSIA,PETROL,988.0,COLOMBO,BRAND NEW,5,,5.0,,BEZZA
CAR,PERODUA,BEZZA,MALAYSIA,PETROL,998.0,GAMPAHA,BRAND NEW,7,,7.0,,BEZZA
CAR,PERODUA,BEZZA,MALAYSIA,PETROL,998.0,COLOMBO,BRAND NEW,41,,41.0,,BEZZA
CAR,PROTON,   SAGA,SRI LANKA,PETROL,1299.0,KALUTARA,BRAND NEW-L/ASSEMBLE,1,,90.0,,SAGA
CAR,ROLLS ROYCE,CULLINAN,UNITED KINGDOM,PETROL,6749.0,COLOMBO,RECONDITIONED,1,,,,CULLINAN
CAR,SUZUKI,3BADA17 EVERY WAGON,JAPAN,PETROL,658.0,ANURADHAPURA,RECONDITIONED,1,,,,3BADA17 EVERY WAGON
CAR,SUZUKI,4AA-MH55S,JAPAN,PETROL,658.0,RATNAPURA,RECONDITIONED,1,,,4AA-MH55S,WAGON R
CAR,SUZUKI,4AA-MH55S WAGON R,JAPAN,PETROL,658.0,PUTTALAM,RECONDITIONED,1,,,4AA-MH55S,WAGON R
CAR,SUZUKI,DAA-MK42S,JAPAN,PETROL/ELE,658.0,KANDY,RECONDITIONED,1,,,DAA-MK42S,Unknown
CAR,SUZUKI,EVERY WAGON,JAPAN,PETROL,658.0,AMPARA,RECONDITIONED,1,,,,EVERY WAGON
CAR,SUZUKI,EVERY WAGON,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,1,,,,EVERY WAGON
CAR,SUZUKI,EVERY WAGON,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,1,,,,EVERY WAGON
CAR,SUZUKI,SPRE550,INDIA,PETROL,998.0,COLOMBO,BRAND NEW,1,,,,SPRE550
CAR,TATA,CURVV,INDIA,PETROL,1199.0,JAFFNA,BRAND NEW,1,,,,CURVV
CAR,TATA,PUNCH CREATIVE,INDIA,PETROL,1199.0,COLOMBO,BRAND NEW,1,,,,PUNCH CREATIVE
CAR,TESLA,MODEL 3,U.S.A,ELECTRIC,194.0,COLOMBO,RECONDITIONED,2,,,,MODEL 3
CAR,TESLA,MODEL 3 RWD,CHINA,ELECTRIC,194.0,KALUTARA,RECONDITIONED,1,,,,MODEL 3 RWD
CAR,TESLA,MODEL 3 RWD,CHINA,ELECTRIC,194.0,GAMPAHA,RECONDITIONED,1,,,,MODEL 3 RWD
CAR,TESLA,MODEL Y ELECTRIC,U.S.A,ELECTRIC,194.0,COLOMBO,RECONDITIONED,1,,,,MODEL Y ELECTRIC
CAR,TESLA,ZAA-3L13T MODEL 3,JAPAN,ELECTRIC,194.0,GAMPAHA,RECONDITIONED,1,,,ZAA-3L13T,MODEL 3
CAR,TESLA,ZAA-3L13T-MOEL 3 RWD,U.S.A,ELECTRIC,194.0,GAMPAHA,RECONDITIONED,1,,,ZAA-3L13T-MOEL,3 RWD
CAR,TOYOTA,3BA-A210A,JAPAN,PETROL,996.0,ANURADHAPURA,RECONDITIONED,1,,,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A,JAPAN,PETROL,996.0,KANDY,RECONDITIONED,1,,,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,GALLE,RECONDITIONED,1,,,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,4,,,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-NGX10 C-HR,JAPAN,PETROL,1196.0,HAMBANTOTA,RECONDITIONED,1,,,3BA-NGX10,C-HR
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,COLOMBO,RECONDITIONED,1,,,3BA-TRJ250W,Unknown
CAR,TOYOTA,4BA-M900A ROOMY,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,1,,,4BA-M900A,ROOMY
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,COLOMBO,RECONDITIONED,1,,,5BA-A201A,RAIZE
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,GAMPAHA,RECONDITIONED,1,,,5BA-A201A,RAIZE
CAR,TOYOTA,5BA-KSP210,JAPAN,PETROL,996.0,PUTTALAM,RECONDITIONED,1,,,5BA-KSP210,YARIS
CAR,TOYOTA,5BA-KSP210,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,2,,,5BA-KSP210,YARIS
CAR,TOYOTA,5BA-KSP210  YARIS,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,1,,,5BA-KSP210,YARIS
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,KANDY,RECONDITIONED,1,,,5BA-KSP210,YARIS
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,KEGALLE,RECONDITIONED,1,,,5BA-KSP210,YARIS
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,KURUNEGALA,RECONDITIONED,1,,,5BA-KSP210,YARIS
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,TRINCOMALEE,RECONDITIONED,1,,,5BA-KSP210,YARIS
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,2,,,5BA-KSP210,YARIS
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,PUTTALAM,RECONDITIONED,2,,,5BA-KSP210,YARIS
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,3,,,5BA-KSP210,YARIS
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,GALLE,RECONDITIONED,4,,,5BA-KSP210,YARIS
CAR,TOYOTA,5BA-KSP210-YARIS,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,1,,,5BA-KSP210-YARIS,Unknown
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2,,,5BA-M900A,ROOMY
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,1,,,6AA-MXPJ10,YARIS
CAR,TOYOTA,6AA-MXPK11 AQUA,JAPAN,PETROL/ELE,1490.0,COLOMBO,RECONDITIONED,1,,,6AA-MXPK11,AQUA
CAR,TOYOTA,6AA-NKE165,JAPAN,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,1,,,6AA-NKE165,Unknown
CAR,TOYOTA,COROLLA CROSS,JAPAN,PETROL/ELE,1797.0,KANDY,RECONDITIONED,1,,,,COROLLA CROSS
CAR,TOYOTA,FORTUNER,INDIA,PETROL,2694.0,COLOMBO,RECONDITIONED,1,,,,FORTUNER
CAR,TOYOTA,GDJ250R GNZLY,JAPAN,DIESEL,2755.0,COLOMBO,BRAND NEW,1,,,,GDJ250R GNZLY
CAR,TOYOTA,GR YARIS,JAPAN,PETROL,1618.0,COLOMBO,RECONDITIONED,1,,,,GR YARIS
CAR,TOYOTA,LAND CRUISER,JAPAN,DIESEL,3346.0,COLOMBO,BRAND NEW,1,,,,LAND CRUISER
CAR,TOYOTA,PIXIS,JAPAN,PETROL,658.0,GAMPAHA,BOUGHT FROM AUCTION,1,,,,PIXIS
CAR,TOYOTA,RAIZE,JAPAN,PETROL,1196.0,COLOMBO,RECONDITIONED,1,,,,RAIZE
CAR,TOYOTA,RAIZE   Z,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,1,,,,RAIZE   Z
CAR,TOYOTA,RAIZE-A251RA-GBXF,INDONESIA,PETROL,1198.0,COLOMBO,BRAND NEW,1,,,RAIZE-A251RA-GBXF,Unknown
CAR,TOYOTA,RAV4,JAPAN,PETROL/ELE,2487.0,COLOMBO,BRAND NEW,1,,,,RAV4
CAR,TOYOTA,YARIS,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2,,,,YARIS
CAR,TOYOTA,YARIS 5BA-KSP210,JAPAN,PETROL,996.0,GALLE,RECONDITIONED,1,,,,YARIS 5BA-KSP210
CAR,TOYOTA,YARIS ATIV,THAILAND,PETROL,1197.0,KALUTARA,RECONDITIONED,1,,,,YARIS ATIV
CAR,TOYOTA,YARIS CROSS,JAPAN,PETROL/ELE,1490.0,GAMPAHA,RECONDITIONED,1,,,,YARIS CROSS
CAR,TOYOTA,YARIS CROSS,JAPAN,PETROL/ELE,1490.0,COLOMBO,RECONDITIONED,1,,,,YARIS CROSS
CAR,TOYOTA,YARIS CROSS,JAPAN,PETROL/ELE,1490.0,PUTTALAM,RECONDITIONED,1,,,,YARIS CROSS
COMMERCIAL,LANKA ASHOK LEYLAND,LUXURA 12M,INDIA,DIESEL,6014.0,BADULLA,BRAND NEW,1,,,,LUXURA 12M
COMMERCIAL,LANKA ASHOK LEYLAND,LYNX,INDIA,DIESEL,3839.0,COLOMBO,BRAND NEW,1,,,,LYNX
COMMERCIAL,LANKA ASHOK LEYLAND,VIKING,INDIA,DIESEL,6014.0,COLOMBO,BRAND NEW,1,,,,VIKING
COMMERCIAL,LANKA ASHOK LEYLAND,VIKING,INDIA,DIESEL,6014.0,MATALE,BRAND NEW,1,,,,VIKING
COMMERCIAL,LANKA ASHOK LEYLAND,VIKING,INDIA,DIESEL,6014.0,GAMPAHA,BRAND NEW,2,,,,VIKING
COMMERCIAL,LANKA ASHOK LEYLAND,VIKING,INDIA,DIESEL,6014.0,MATARA,BRAND NEW,2,,,,VIKING
COMMERCIAL,LANKA ASHOK LEYLAND,VIKING,INDIA,DIESEL,6014.0,HAMBANTOTA,BRAND NEW,3,,,,VIKING
COMMERCIAL,LANKA ASHOK LEYLAND,VIKING,INDIA,DIESEL,6014.0,KANDY,BRAND NEW,3,,,,VIKING
COMMERCIAL,LANKA ASHOK LEYLAND,VIKING,INDIA,DIESEL,6014.0,KALUTARA,BRAND NEW,4,,,,VIKING
COMMERCIAL,TATA,LP 712,INDIA,DIESEL,3783.0,COLOMBO,BRAND NEW,1,,,,LP 712
COMMERCIAL,TOYOTA,COASTER BDG-XZB50,JAPAN,DIESEL,4000.0,COLOMBO,RECONDITIONED,1,,,,COASTER BDG-XZB50
COMMERCIAL,TOYOTA,GDH322R-EDFDY HIACE,JAPAN,DIESEL,2755.0,COLOMBO,BRAND NEW,1,,,,GDH322R-EDFDY HIACE
COMMERCIAL,TOYOTA,GDH322R-EDTDY,JAPAN,DIESEL,2755.0,COLOMBO,BRAND NEW,2,,,,GDH322R-EDTDY
COMMERCIAL,TOYOTA,HIACE GDH322R-EDTDY,JAPAN,DIESEL,2755.0,GAMPAHA,BRAND NEW,1,,,,HIACE GDH322R-EDTDY
COMMERCIAL,TOYOTA,HIACE GDH322R-EDTDY,JAPAN,DIESEL,2755.0,COLOMBO,BRAND NEW,2,,,,HIACE GDH322R-EDTDY
COMMERCIAL,TOYOTA,HIACE/GDH322R-EDTDY,JAPAN,DIESEL,2755.0,COLOMBO,BRAND NEW,1,,,,HIACE/GDH322R-EDTDY
DUAL PURPOSE (COMMERCIAL),DAIHATSU,EBD-S321V,JAPAN,PETROL,650.0,GAMPAHA,RECONDITIONED,1,,,EBD-S321V,Unknown
DUAL PURPOSE (COMMERCIAL),FORD,RANGE RAPTER,THAILAND,DIESEL,1966.0,GAMPAHA,RECONDITIONED,1,,,,RANGE RAPTER
DUAL PURPOSE (COMMERCIAL),FORD,RANGE RAPTER,THAILAND,DIESEL,1996.0,GAMPAHA,RECONDITIONED,1,,,,RANGE RAPTER
DUAL PURPOSE (COMMERCIAL),FORD,RANGER RAPTER,THAILAND,DIESEL,1996.0,GAMPAHA,RECONDITIONED,1,,,,RANGER RAPTER
DUAL PURPOSE (COMMERCIAL),FORD,RANGER RAPTER,THAILAND,PETROL,2956.0,GAMPAHA,RECONDITIONED,1,,,,RANGER RAPTER
DUAL PURPOSE (COMMERCIAL),FORD,RANGER RAPTER,THAILAND,DIESEL,1996.0,COLOMBO,RECONDITIONED,1,,,,RANGER RAPTER
DUAL PURPOSE (COMMERCIAL),FORD,RANGER RAPTOR,THAILAND,DIESEL,1996.0,PUTTALAM,RECONDITIONED,1,,,,RANGER RAPTOR
