Title,Price,Year,Fuel,Engine,Transmission,Posted,URL,Page,Price_Numeric
Kia Picanto 2016 Car,"Rs. 5,790,000",2016,,,,,https://riyasewana.com/buy/kia-picanto-sale-malabe-10894210,5,5790000
Suzuki Alto 2004 Car,,2004,,,,,https://riyasewana.com/buy/suzuki-alto-sale-kandy-10894207,5,0
Suzuki Spacia 2024 Car,"Rs. 8,350,000",2024,,,,,https://riyasewana.com/buy/suzuki-spacia-sale-colombo-10894201,5,8350000
Suzuki Wagon R Custome Z 2023 Car,"Rs. 8,375,000",2023,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-galle-10894198,5,8375000
Suzuki Alto 2015 Car,"Rs. 3,950,000",2015,,,,,https://riyasewana.com/buy/suzuki-alto-sale-tangalle-10894196,5,3950000
Toyota Vitz 2009 Car,"Rs. 6,190,000",2009,,,,,https://riyasewana.com/buy/toyota-vitz-sale-malabe-10894193,5,6190000
Suzuki Baleno 2002 Car,"Rs. 2,500,000",2002,,,,,https://riyasewana.com/buy/suzuki-baleno-sale-colombo-10894191,5,2500000
Daihatsu MIRA ES SAFETY 2023 Car,"Rs. 6,390,000",2023,,,,,https://riyasewana.com/buy/daihatsu-mira-es-sale-galle-10894186,5,6390000
Toyota Vitz 2008 Car,"Rs. 5,490,000",2008,,,,,https://riyasewana.com/buy/toyota-vitz-sale-kotte-10894184,5,5490000
Mazda Axela 2014 Car,"Rs. 9,275,000",2014,,,,,https://riyasewana.com/buy/mazda-axela-sale-colombo-10894180,5,9275000
Perodua VIVA ELITE 2011 Car,"Rs. 4,790,000",2011,,,,,https://riyasewana.com/buy/perodua-viva-elite-sale-malabe-10894178,5,4790000
BMW 523i Stage 1 M5 Kitted 2010 Car,"Rs. 16,900,000",2010,,,,,https://riyasewana.com/buy/bmw-523i-stage-sale-colombo-10894172,5,16900000
Nissan N16 Super Saloon 2000 Car,,2000,,,,,https://riyasewana.com/buy/nissan-n16-super-sale-kandy-10894168,5,0
Nissan Wingroad WFY11 2003 Car,"Rs. 4,850,000",2003,,,,,https://riyasewana.com/buy/nissan-wingroad-wfy11-sale-gampaha-10894162,5,4850000
Nissan Sb14 1997 Car,"Rs. 2,925,000",1997,,,,,https://riyasewana.com/buy/nissan-sb14-sale-nuwara-eliya-10894159,5,2925000
Toyota PREMIO G SUPERIOR 2010 Car,"Rs. 10,390,000",2010,,,,,https://riyasewana.com/buy/toyota-premio-g-sale-nugegoda-10894158,5,10390000
Toyota Corolla Wagon 1996 Car,"Rs. 2,850,000",1996,,,,,https://riyasewana.com/buy/toyota-corolla-wagon-sale-gampaha-10894150,5,2850000
BMW 320D 2011 Car,"Rs. 11,800,000",2011,,,,,https://riyasewana.com/buy/bmw-320d-sale-kalutara-10894146,5,11800000
Honda Insight 2009 Car,"Rs. 6,850,000",2009,,,,,https://riyasewana.com/buy/honda-insight-sale-ja-ela-10894145,5,6850000
Suzuki WAGON R STINGRAY 2018 Car,"Rs. 7,490,000",2018,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-nugegoda-10894144,5,7490000
Honda Fit GP4 2015 Car,,2015,,,,,https://riyasewana.com/buy/honda-fit-gp4-sale-kandy-10894142,5,0
Nissan FB15 Super Saloon 2003 Car,"Rs. 5,200,000",2003,,,,,https://riyasewana.com/buy/nissan-fb15-super-sale-ampara-10894140,5,5200000
Toyota Soluna 2004 Car,"Rs. 3,350,000",2004,,,,,https://riyasewana.com/buy/toyota-soluna-sale-warakapola-10894139,5,3350000
Suzuki Baleno 2016 Car,"Rs. 7,250,000",2016,,,,,https://riyasewana.com/buy/suzuki-baleno-sale-colombo-10894138,5,7250000
Mazda Luce 1970 Car,,1970,,,,,https://riyasewana.com/buy/mazda-luce-sale-kandy-10894137,5,0
Toyota ROOMY SAFETY DUAL POWER 2023 Car,"Rs. 9,300,000",2023,,,,,https://riyasewana.com/buy/toyota-roomy-safety-sale-boralesgamuwa-10894134,5,9300000
Daihatsu Mira Es Limited G Grade 2024 Car,,2024,,,,,https://riyasewana.com/buy/daihatsu-mira-es-sale-panadura-10894131,5,0
Suzuki Celerio VXI 2016 Car,"Rs. 5,475,000",2016,,,,,https://riyasewana.com/buy/suzuki-celerio-vxi-sale-colombo-10894130,5,5475000
Nissan FB14 1995 Car,,1995,,,,,https://riyasewana.com/buy/nissan-fb14-sale-kadawatha-10894126,5,0
Toyota Corona EST 150 1983 Car,"Rs. 1,590,000",1983,,,,,https://riyasewana.com/buy/toyota-corona-est-sale-nugegoda-10894125,5,1590000
Suzuki Alto 2011 Car,"Rs. 2,995,000",2011,,,,,https://riyasewana.com/buy/suzuki-alto-sale-kurunegala-10894121,5,2995000
Honda CIVIC 1986 Car,"Rs. 1,275,000",1986,,,,,https://riyasewana.com/buy/honda-civic-sale-matara-10894118,5,1275000
Mitsubishi EK WAGON 2016 Car,"Rs. 5,790,000",2016,,,,,https://riyasewana.com/buy/mitsubishi-ek-wagon-sale-malabe-10894113,5,5790000
Hyundai Accent 2000 Car,"Rs. 2,390,000",2000,,,,,https://riyasewana.com/buy/hyundai-accent-sale-padukka-10894106,5,2390000
Mazda FAMILIA 1986 Car,"Rs. 895,000",1986,,,,,https://riyasewana.com/buy/mazda-familia-sale-matara-10894101,5,895000
Nissan Dayz Highway Star X Hybrid 2024 Car,"Rs. 8,350,000",2024,Hybrid,,,,https://riyasewana.com/buy/nissan-dayz-highway-sale-colombo-10891093,6,8350000
Suzuki Wagon R Custom ZT 4-Way 2024 Car,"Rs. 9,250,000",2024,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-nittambuwa-10890693,6,9250000
Toyota Premio G Superior 2010 Car,,2010,,,,,https://riyasewana.com/buy/toyota-premio-g-sale-colombo-10891733,6,0
Toyota Axio G Grade 2015 Car,"Rs. 10,900,000",2015,,,,,https://riyasewana.com/buy/toyota-axio-g-sale-ambalangoda-10892979,6,10900000
Nissan Dayz 2018 Car,"Rs. 5,555,000",2018,,,,,https://riyasewana.com/buy/nissan-dayz-sale-bandaragama-10894097,6,5555000
Toyota Vitz Safety Edition 2017 Car,"Rs. 7,390,000",2017,,,,,https://riyasewana.com/buy/toyota-vitz-safety-sale-wattala-10894095,6,7390000
Nissan FB15 2002 Car,"Rs. 4,750,000",2002,,,,,https://riyasewana.com/buy/nissan-fb15-sale-kandy-10894092,6,4750000
Hyundai Accent 2001 Car,"Rs. 2,320,000",2001,,,,,https://riyasewana.com/buy/hyundai-accent-sale-kelaniya-10894091,6,2320000
Proton WIRA 2000 Car,"Rs. 2,575,000",2000,,,,,https://riyasewana.com/buy/proton-wira-sale-homagama-10894089,6,2575000
Mazda Demio 2001 Car,,2001,,,,,https://riyasewana.com/buy/mazda-demio-sale-matara-10894087,6,0
Suzuki Maruti 2011 Car,"Rs. 2,300,000",2011,,,,,https://riyasewana.com/buy/suzuki-maruti-sale-negombo-10894086,6,2300000
Micro Panda 2012 Car,"Rs. 2,500,000",2012,,,,,https://riyasewana.com/buy/micro-panda-sale-anuradapura-10893260,6,2500000
Tata NANO LX 2011 Car,"Rs. 1,590,000",2011,,,,,https://riyasewana.com/buy/tata-nano-lx-sale-malabe-10894083,6,1590000
Hyundai ACCENT 2001 Car,"Rs. 2,320,000",2001,,,,,https://riyasewana.com/buy/hyundai-accent-sale-kelaniya-10894081,6,2320000
Toyota COROLLA 1988 Car,"Rs. 1,695,000",1988,,,,,https://riyasewana.com/buy/toyota-corolla-sale-homagama-10894078,6,1695000
Alfa-Romeo Giulia 156 1998 Car,"Rs. 3,600,000",1998,,,,,https://riyasewana.com/buy/alfa-romeo-giulia-156-sale-dehiwala-mount-lavinia-10894077,6,3600000
Suzuki Alto 2015 Car,"Rs. 3,850,000",2015,,,,,https://riyasewana.com/buy/suzuki-alto-sale-kegalle-10894075,6,3850000
Nissan NOTE 2010 Car,"Rs. 5,250,000",2010,,,,,https://riyasewana.com/buy/nissan-note-sale-panadura-10894062,6,5250000
Nissan Bluebird 1999 Car,"Rs. 3,475,000",1999,,,,,https://riyasewana.com/buy/nissan-bluebird-sale-homagama-10894061,6,3475000
Toyota Aqua 2014 Car,,2014,,,,,https://riyasewana.com/buy/toyota-aqua-sale-ragama-10894057,6,0
Toyota PREMIO 240 2002 Car,"Rs. 7,500,000",2002,,,,,https://riyasewana.com/buy/toyota-premio-240-sale-ragama-10894055,6,7500000
Toyota Axio G Grade 2015 Car,"Rs. 9,975,000",2015,,,,,https://riyasewana.com/buy/toyota-axio-g-sale-ambalangoda-10894052,6,9975000
Suzuki Zen 2000 Car,"Rs. 1,550,000",2000,,,,,https://riyasewana.com/buy/suzuki-zen-sale-nugegoda-10894051,6,1550000
Honda Grace Ex GM4 2016 Car,"Rs. 9,550,000",2016,,,,,https://riyasewana.com/buy/honda-grace-ex-sale-dehiwala-mount-lavinia-10894048,6,9550000
Toyota COROLLA DX 1984 Car,"Rs. 1,875,000",1984,,,,,https://riyasewana.com/buy/toyota-corolla-dx-sale-homagama-10894046,6,1875000
Toyota VITZ KSP90 2015 Car,"Rs. 7,285,000",2015,,,,,https://riyasewana.com/buy/toyota-vitz-ksp90-sale-ja-ela-10894045,6,7285000
Toyota Aqua 2013 Car,"Rs. 6,650,000",2013,,,,,https://riyasewana.com/buy/toyota-aqua-sale-katunayake-10894043,6,6650000
Suzuki Alto Lxi 2013 Car,"Rs. 3,390,000",2013,,,,,https://riyasewana.com/buy/suzuki-alto-lxi-sale-galle-10894040,6,3390000
Toyota PREMIO G SUPERIOR 2017 Car,"Rs. 15,000,000",2017,,,,,https://riyasewana.com/buy/toyota-premio-g-sale-kandy-10894035,6,15000000
Honda Insight 2010 Car,"Rs. 6,950,000",2010,,,,,https://riyasewana.com/buy/honda-insight-sale-galle-10894030,6,6950000
Suzuki Alto Japan 2003 Car,"Rs. 3,500,000",2003,,,,,https://riyasewana.com/buy/suzuki-alto-japan-sale-panadura-10894026,6,3500000
Mazda Mister 90 1995 Car,"Rs. 1,600,000",1995,,,,,https://riyasewana.com/buy/mazda-mister-90-sale-batticaloa-10894021,6,1600000
Toyota CORONA 1991 Car,"Rs. 2,055,000",1991,,,,,https://riyasewana.com/buy/toyota-corona-sale-homagama-10894020,6,2055000
Suzuki Alto 2016 Car,"Rs. 3,575,000",2016,,,,,https://riyasewana.com/buy/suzuki-alto-sale-colombo-10894018,6,3575000
Suzuki Maruti 800 2006 Car,"Rs. 1,990,000",2006,,,,,https://riyasewana.com/buy/suzuki-maruti-800-sale-gampaha-10894013,6,1990000
Suzuki Alto K10 Outomatic Vxi 2016 Car,"Rs. 4,290,000",2016,,,,,https://riyasewana.com/buy/suzuki-alto-k10-sale-galle-10894012,6,4290000
Toyota Premio 2017 Car,"Rs. 15,000,000",2017,,,,,https://riyasewana.com/buy/toyota-premio-sale-kandy-10894010,6,15000000
Toyota Carina AT 170 My Road 1992 Car,,1992,,,,,https://riyasewana.com/buy/toyota-carina-at-sale-wattala-10894009,6,0
Daihatsu Mira Pixis X Limited 2023 Car,"Rs. 6,490,000",2023,,,,,https://riyasewana.com/buy/daihatsu-mira-pixis-sale-ragama-10894008,6,6490000
Toyota Corolla Elephant Back 1997 Car,"Rs. 3,150,000",1997,,,,,https://riyasewana.com/buy/toyota-corolla-elephant-sale-ratnapura-10894004,6,3150000
Tata NANO 2016 Car,"Rs. 2,285,000",2016,,,,,https://riyasewana.com/buy/tata-nano-sale-homagama-10894000,6,2285000
Toyota AQUA 2012 Car,"Rs. 7,375,000",2012,,,,,https://riyasewana.com/buy/toyota-aqua-sale-homagama-10893999,6,7375000
Suzuki Alto Sports 2015 Car,"Rs. 3,755,000",2015,,,,,https://riyasewana.com/buy/suzuki-alto-sports-sale-gampaha-10893996,6,3755000
Suzuki WAGON R FZ 2014 Car,"Rs. 5,690,000",2014,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-malabe-10893988,6,5690000
Honda FIT GP5 2014 Car,"Rs. 8,200,000",2014,,,,,https://riyasewana.com/buy/honda-fit-gp5-sale-boralesgamuwa-10872901,7,8200000
Honda Civic FD3 2008 Car,"Rs. 6,790,000",2008,,,,,https://riyasewana.com/buy/honda-civic-fd3-sale-kottawa-10882217,7,6790000
Daihatsu Mira L SA3 Import 2024 Car,"Rs. 5,950,000",2024,,,,,https://riyasewana.com/buy/daihatsu-mira-l-sale-colombo-10890732,7,5950000
Toyota Axio 2015 Car,"Rs. 10,600,000",2015,,,,,https://riyasewana.com/buy/toyota-axio-sale-malabe-10886276,7,10600000
Toyota Corolla Dx Wagon 1985 Car,"Rs. 1,050,000",1985,,,,,https://riyasewana.com/buy/toyota-corolla-dx-sale-kurunegala-10893986,7,1050000
Zotye Z100 2016 Car,"Rs. 2,975,000",2016,,,,,https://riyasewana.com/buy/zotye-z100-sale-kalutara-10893982,7,2975000
Honda Freed 2012 Car,"Rs. 3,000,000",2012,,,,,https://riyasewana.com/buy/honda-freed-sale-kalutara-10893976,7,3000000
Suzuki ALTO 2015 Car,"Rs. 3,975,000",2015,,,,,https://riyasewana.com/buy/suzuki-alto-sale-homagama-10893975,7,3975000
Nissan March 1997 Car,"Rs. 2,645,000",1997,,,,,https://riyasewana.com/buy/nissan-march-sale-panadura-10893973,7,2645000
Suzuki Swift Rs Turbo 2017 Car,"Rs. 8,475,000",2017,,,,,https://riyasewana.com/buy/suzuki-swift-rs-sale-maharagama-10893972,7,8475000
Honda Civic ES8 2001 Car,"Rs. 5,390,000",2001,,,,,https://riyasewana.com/buy/honda-civic-es8-sale-piliyandala-10893971,7,5390000
Suzuki Wagon R Fz Safety 2015 Car,"Rs. 5,575,000",2015,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-kaduwela-10893968,7,5575000
Zotye Z100 2016 Car,"Rs. 3,195,000",2016,,,,,https://riyasewana.com/buy/zotye-z100-sale-panadura-10893966,7,3195000
Toyota Aqua S Grade 2012 Car,"Rs. 7,150,000",2012,,,,,https://riyasewana.com/buy/toyota-aqua-s-sale-matara-10893964,7,7150000
Suzuki MARUTI ZEN 2006 Car,,2006,,,,,https://riyasewana.com/buy/suzuki-maruti-zen-sale-homagama-10893962,7,0
Suzuki WAGON R FX 2017 Car,"Rs. 6,250,000",2017,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-malabe-10893960,7,6250000
Toyota Aqua X Urban 2015 Car,"Rs. 8,650,000",2015,,,,,https://riyasewana.com/buy/toyota-aqua-x-sale-kurunegala-10893953,7,8650000
Nissan Y Y10 1997 Car,"Rs. 2,390,000",1997,,,,,https://riyasewana.com/buy/nissan-y-y10-sale-negombo-10893951,7,2390000
Suzuki Alto 2011 Car,"Rs. 3,100,000",2011,,,,,https://riyasewana.com/buy/suzuki-alto-sale-galle-10893949,7,3100000
Mitsubishi LANCER CK2A 1999 Car,"Rs. 5,175,000",1999,,,,,https://riyasewana.com/buy/mitsubishi-lancer-ck2a-sale-homagama-10893948,7,5175000
Datsun Redi-GO 2016 Car,"Rs. 3,295,000",2016,,,,,https://riyasewana.com/buy/datsun-redi-go-sale-panadura-10893945,7,3295000
Suzuki Alto 2007 Car,"Rs. 2,625,000",2007,,,,,https://riyasewana.com/buy/suzuki-alto-sale-kandy-10893944,7,2625000
Suzuki WAGON R 2017 Car,"Rs. 7,085,000",2017,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-homagama-10893937,7,7085000
Toyota Allion 240 2006 Car,"Rs. 7,500,000",2006,,,,,https://riyasewana.com/buy/toyota-allion-240-sale-negombo-10893933,7,7500000
Daihatsu Taft 2023 Car,"Rs. 8,650,000",2023,,,,,https://riyasewana.com/buy/daihatsu-taft-sale-colombo-10893932,7,8650000
Suzuki Wagon R Stingray 2015 Car,"Rs. 6,000,000",2015,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-10893931,7,6000000
Honda CIVIC 2010 Car,"Rs. 7,475,000",2010,,,,,https://riyasewana.com/buy/honda-civic-sale-homagama-10893930,7,7475000
Toyota Prius 2009 Car,"Rs. 8,995,000",2009,,,,,https://riyasewana.com/buy/toyota-prius-sale-panadura-10893929,7,8995000
Toyota Corolla AE80 1987 Car,"Rs. 1,250,000",1987,,,,,https://riyasewana.com/buy/toyota-corolla-ae80-sale-malabe-10893928,7,1250000
Toyota Corolla 121 2000 Car,"Rs. 6,200,000",2000,,,,,https://riyasewana.com/buy/toyota-corolla-121-sale-kurunegala-10893927,7,6200000
Toyota Roomy Custom GT Turbo 2023 Car,"Rs. 10,950,000",2023,,,,,https://riyasewana.com/buy/toyota-roomy-custom-sale-colombo-10893926,7,10950000
Toyota Aqua Urban S 2015 Car,,2015,,,,,https://riyasewana.com/buy/toyota-aqua-urban-sale-gampaha-10893925,7,0
Suzuki Swift 2004 Car,"Rs. 4,300,000",2004,,,,,https://riyasewana.com/buy/suzuki-swift-sale-minuwangoda-10893919,7,4300000
Suzuki Wagon R Fz Safety 2015 Car,"Rs. 5,580,000",2015,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-kurunegala-10893916,7,5580000
Micro Panda 2017 Car,"Rs. 3,895,000",2017,,,,,https://riyasewana.com/buy/micro-panda-sale-panadura-10893914,7,3895000
Nissan SunnyFB13 1997 Car,"Rs. 2,500,000",1997,,,,,https://riyasewana.com/buy/nissan-sunnyfb13-sale-kadawatha-10893913,7,2500000
Suzuki Alto K10 2015 Car,"Rs. 4,500,000",2015,,,,,https://riyasewana.com/buy/suzuki-alto-k10-sale-anuradapura-10893911,7,4500000
Toyota Aqua 2012 Car,"Rs. 7,175,000",2012,,,,,https://riyasewana.com/buy/toyota-aqua-sale-galle-10893907,7,7175000
Toyota Yaris 2008 Car,"Rs. 6,500,000",2008,,,,,https://riyasewana.com/buy/toyota-yaris-sale-colombo-10893906,7,6500000
Suzuki Wagon R Fz Premium 2018 Car,"Rs. 6,790,000",2018,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-anuradapura-10893904,7,6790000
Suzuki Maruti 2006 Car,"Rs. 1,790,000",2006,,,,,https://riyasewana.com/buy/suzuki-maruti-sale-galle-10893902,7,1790000
Toyota Vitz 2007 Car,"Rs. 5,300,000",2007,,,,,https://riyasewana.com/buy/toyota-vitz-sale-battaramulla-10893900,7,5300000
Toyota Prius 2016 Car,"Rs. 13,995,000",2016,,,,,https://riyasewana.com/buy/toyota-prius-sale-nugegoda-10893895,7,13995000
Audi A6 2013 Car,"Rs. 13,800,000",2013,,,,,https://riyasewana.com/buy/audi-a6-sale-colombo-10893890,7,13800000
BMW 520d 2013 Car,"Rs. 19,000,000",2013,,,,,https://riyasewana.com/buy/bmw-520d-sale-colombo-10869167,8,19000000
Suzuki Baleno 2019 Car,"Rs. 8,000,000",2019,,,,,https://riyasewana.com/buy/suzuki-baleno-sale-kottawa-10862762,8,8000000
Suzuki Wagon R Stingray 2025 Car,"Rs. 9,250,000",2025,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-kurunegala-10846970,8,9250000
Nissan N16 2005 Car,"Rs. 4,150,000",2005,,,,,https://riyasewana.com/buy/nissan-n16-sale-gampaha-10890894,8,4150000
BMW GT M Sport 2015 Car,"Rs. 25,600,000",2015,,,,,https://riyasewana.com/buy/bmw-gt-m-sale-nawala-10893889,8,25600000
Micro Panda 2014 Car,"Rs. 2,895,000",2014,,,,,https://riyasewana.com/buy/micro-panda-sale-panadura-10893884,8,2895000
Toyota Aqua S Limiterd 2012 Car,"Rs. 7,500,000",2012,,,,,https://riyasewana.com/buy/toyota-aqua-s-sale-tangalle-10893883,8,7500000
Toyota AQUA X URBAN 2015 Car,"Rs. 7,950,000",2015,,,,,https://riyasewana.com/buy/toyota-aqua-x-sale-ragama-10893880,8,7950000
Suzuki Spacia Custom Xs Safety Turbo 2018 Car,"Rs. 7,725,000",2018,,,,,https://riyasewana.com/buy/suzuki-spacia-custom-sale-kurunegala-10893877,8,7725000
Toyota Roomy 2025 Car,"Rs. 111,000,000",2025,,,,,https://riyasewana.com/buy/toyota-roomy-sale-kurunegala-10893875,8,111000000
Suzuki Wagon R FX Safety 2024 Car,"Rs. 7,085,000",2024,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-kesbewa-10893869,8,7085000
Toyota AXIO 2008 Car,"Rs. 7,190,000",2008,,,,,https://riyasewana.com/buy/toyota-axio-sale-kottawa-10893866,8,7190000
Hyundai Eon 2016 Car,"Rs. 3,675,000",2016,,,,,https://riyasewana.com/buy/hyundai-eon-sale-panadura-10893862,8,3675000
Suzuki Wagon R Stingray 2017 Car,"Rs. 6,670,000",2017,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-malabe-10893861,8,6670000
Toyota SGL 1993 Car,"Rs. 1,585,000",1993,,,,,https://riyasewana.com/buy/toyota-sgl-sale-wennappuwa-10893858,8,1585000
Honda FIT GP1 2011 Car,,2011,,,,,https://riyasewana.com/buy/honda-fit-gp1-sale-ja-ela-10893855,8,0
Toyota Axio Limited 2009 Car,,2009,,,,,https://riyasewana.com/buy/toyota-axio-limited-sale-katunayake-10893846,8,0
Nissan FB14 1995 Car,"Rs. 3,375,000",1995,,,,,https://riyasewana.com/buy/nissan-fb14-sale-nittambuwa-10893845,8,3375000
Toyota Vitz Edition 2 2018 Car,"Rs. 8,350,000",2018,,,,,https://riyasewana.com/buy/toyota-vitz-edition-sale-kotikawatta-10893843,8,8350000
Toyota Vitz Ksp90 2007 Car,"Rs. 5,380,000",2007,,,,,https://riyasewana.com/buy/toyota-vitz-ksp90-sale-chilaw-10893839,8,5380000
Honda N Box 2016 Car,,2016,,,,,https://riyasewana.com/buy/honda-n-box-sale-kandy-10893836,8,0
Toyota AXIO 2007 Car,"Rs. 7,175,000",2007,,,,,https://riyasewana.com/buy/toyota-axio-sale-colombo-10893829,8,7175000
Perodua Kenari 2007 Car,"Rs. 2,950,000",2007,,,,,https://riyasewana.com/buy/perodua-kenari-sale-embilipitiya-10893825,8,2950000
Suzuki Swift Kei 2006 Car,"Rs. 3,775,000",2006,,,,,https://riyasewana.com/buy/suzuki-swift-kei-sale-kandy-10893823,8,3775000
Toyota Starlet 1998 Car,,1998,,,,,https://riyasewana.com/buy/toyota-starlet-sale-chilaw-10893814,8,0
Kia Picanto 2016 Car,,2016,,,,,https://riyasewana.com/buy/kia-picanto-sale-kotte-10893808,8,0
MG MG4 I SMART 2024 Car,"Rs. 13,000,000",2024,,,,,https://riyasewana.com/buy/mg-mg4-i-sale-gampaha-10893806,8,13000000
Suzuki Alto 2015 Car,,2015,,,,,https://riyasewana.com/buy/suzuki-alto-sale-homagama-10893802,8,0
Audi A6 2013 Car,"Rs. 14,200,000",2013,,,,,https://riyasewana.com/buy/audi-a6-sale-colombo-10893795,8,14200000
Nissan March K11 1998 Car,"Rs. 2,885,000",1998,,,,,https://riyasewana.com/buy/nissan-march-k11-sale-kegalle-10893794,8,2885000
Nissan B12 1986 Car,"Rs. 1,550,000",1986,,,,,https://riyasewana.com/buy/nissan-b12-sale-anuradapura-10893786,8,1550000
Suzuki Wagon R Fz Safety 2018 Car,"Rs. 6,900,000",2018,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-ampara-10893783,8,6900000
Suzuki Spacia 2017 Car,"Rs. 7,200,000",2017,,,,,https://riyasewana.com/buy/suzuki-spacia-sale-gampaha-10893779,8,7200000
Peugeot 305 1987 Car,"Rs. 790,000",1987,,,,,https://riyasewana.com/buy/peugeot-305-sale-colombo-10893777,8,790000
Toyota Aqua 2012 Car,"Rs. 6,700,000",2012,,,,,https://riyasewana.com/buy/toyota-aqua-sale-galle-10893775,8,6700000
Suzuki Baleno TURBO G 2017 Car,"Rs. 7,785,000",2017,,,,,https://riyasewana.com/buy/suzuki-baleno-turbo-sale-kiribathgoda-10893774,8,7785000
Toyota Vitz 2017 Car,"Rs. 7,250,000",2017,,,,,https://riyasewana.com/buy/toyota-vitz-sale-bandaragama-10893766,8,7250000
BMW 520d 2016 Car,"Rs. 30,500,000",2016,,,,,https://riyasewana.com/buy/bmw-520d-sale-matara-10893763,8,30500000
Toyota Prius S 2010 Car,"Rs. 9,200,000",2010,,,,,https://riyasewana.com/buy/toyota-prius-s-sale-badulla-10893760,8,9200000
Suzuki Swift 2004 Car,,2004,,,,,https://riyasewana.com/buy/suzuki-swift-sale-kandy-10893746,8,0
Tata Indica 2005 Car,"Rs. 2,000,000",2005,,,,,https://riyasewana.com/buy/tata-indica-sale-colombo-10893745,8,2000000
Nissan March K11 2003 Car,"Rs. 3,250,000",2003,,,,,https://riyasewana.com/buy/nissan-march-k11-sale-kottawa-10893742,8,3250000
Suzuki Swift 2007 Car,"Rs. 5,375,000",2007,,,,,https://riyasewana.com/buy/suzuki-swift-sale-wennappuwa-10893740,8,5375000
Suzuki Wagon R FX Safety 2024 Car,"Rs. 7,250,000",2024,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-matara-10893738,8,7250000
Suzuki Wagon R FX S Hybrid 2024 Car,"Rs. 8,150,000",2024,Hybrid,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-10871041,9,8150000
Suzuki Alto 2024 Car,"Rs. 7,090,000",2024,,,,,https://riyasewana.com/buy/suzuki-alto-sale-gampaha-10885927,9,7090000
BMW 318i 2018 Car,,2018,,,,,https://riyasewana.com/buy/bmw-318i-sale-ja-ela-10879111,9,0
Suzuki Wagon R FX Hybride 2024 Car,"Rs. 8,100,000",2024,Hybrid,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-kadawatha-10853898,9,8100000
Suzuki Celerio X 2018 Car,"Rs. 5,675,000",2018,,,,,https://riyasewana.com/buy/suzuki-celerio-x-sale-kadawatha-10893729,9,5675000
Honda Grace Ex2 2015 Car,"Rs. 9,550,000",2015,,,,,https://riyasewana.com/buy/honda-grace-ex2-sale-anuradapura-10893727,9,9550000
Suzuki Alto Japan 2015 Car,,2015,,,,,https://riyasewana.com/buy/suzuki-alto-japan-sale-battaramulla-10893723,9,0
Suzuki Alto LXI 2006 Car,"Rs. 2,850,000",2006,,,,,https://riyasewana.com/buy/suzuki-alto-lxi-sale-avissawella-10893721,9,2850000
Toyota Premio 2017 Car,"Rs. 14,550,000",2017,,,,,https://riyasewana.com/buy/toyota-premio-sale-galle-10893719,9,14550000
Mitsubishi Mitsubishi 1985 Car,"Rs. 700,000",1985,,,,,https://riyasewana.com/buy/mitsubishi-mitsubishi-sale-moneragala-10893718,9,700000
Suzuki Wagon R FX Hybrid 2024 Car,"Rs. 7,975,000",2024,Hybrid,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-mirigama-10893712,9,7975000
Toyota Axio WXB 2018 Car,"Rs. 12,350,000",2018,,,,,https://riyasewana.com/buy/toyota-axio-wxb-sale-galle-10893706,9,12350000
Toyota Prius 4th Generation 2016 Car,"Rs. 13,500,000",2016,,,,,https://riyasewana.com/buy/toyota-prius-4th-sale-marawila-10893703,9,13500000
Suzuki Wagon R Stingray 2018 Car,"Rs. 6,945,000",2018,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-10893700,9,6945000
Suzuki Alto Sport 2010 Car,"Rs. 3,050,000",2010,,,,,https://riyasewana.com/buy/suzuki-alto-sport-sale-dompe-10893699,9,3050000
Toyota Ke72 Dx Wagon 1986 Car,"Rs. 1,650,000",1986,,,,,https://riyasewana.com/buy/toyota-ke72-dx-sale-ratnapura-10893697,9,1650000
Suzuki Swift 2003 Car,"Rs. 3,985,000",2003,,,,,https://riyasewana.com/buy/suzuki-swift-sale-gampaha-10893694,9,3985000
Toyota Premio G Superior 2013 Car,"Rs. 11,650,000",2013,,,,,https://riyasewana.com/buy/toyota-premio-g-sale-kandy-10893693,9,11650000
